Date,camping0T1,camping0T2,camping0T3,camping0T2P,camping1T1,camping1T2,camping1T3,camping1T2P,camping2T1,camping2T2,camping2T3,camping2T2P,camping3T1,camping3T2,camping3T3,camping3T2P,camping4T1,camping4T2,camping4T3,camping4T2P,camping5T1,camping5T2,camping5T3,camping5T2P,camping6T1,camping6T2,camping6T3,camping6T2P,camping7T1,camping7T2,camping7T3,camping7T2P,camping8T1,camping8T2,camping8T3,camping8T2P,entrance0T1,entrance0T2,entrance0T3,entrance0T4,entrance0T5,entrance0T6,entrance1T1,entrance1T2,entrance1T3,entrance1T4,entrance1T5,entrance1T6,entrance2T1,entrance2T2,entrance2T3,entrance2T4,entrance2T5,entrance2T6,entrance3T1,entrance3T2,entrance3T3,entrance3T4,entrance3T5,entrance3T6,entrance4T1,entrance4T2,entrance4T3,entrance4T4,entrance4T5,entrance4T6,gate0T2P,gate1T2P,gate2T2P,gate3T4,gate3T2P,gate4T2P,gate5T4,gate5T2P,gate6T4,gate6T2P,gate7T2P,gate8T2P,general-gate0T1,general-gate0T2,general-gate0T3,general-gate0T2P,general-gate1T1,general-gate1T2,general-gate1T3,general-gate1T4,general-gate1T5,general-gate1T6,general-gate1T2P,general-gate2T1,general-gate2T2,general-gate2T3,general-gate2T4,general-gate2T5,general-gate2T6,general-gate2T2P,general-gate3T1,general-gate3T2,general-gate3T3,general-gate3T2P,general-gate4T1,general-gate4T2,general-gate4T3,general-gate4T4,general-gate4T5,general-gate4T6,general-gate4T2P,general-gate5T1,general-gate5T2,general-gate5T3,general-gate5T4,general-gate5T5,general-gate5T6,general-gate5T2P,general-gate6T1,general-gate6T2,general-gate6T3,general-gate6T2P,general-gate7T1,general-gate7T2,general-gate7T3,general-gate7T4,general-gate7T5,general-gate7T6,general-gate7T2P,ranger-baseT2P,ranger-stop0T1,ranger-stop0T2,ranger-stop0T3,ranger-stop0T4,ranger-stop0T5,ranger-stop0T6,ranger-stop0T2P,ranger-stop1T1,ranger-stop1T2P,ranger-stop2T1,ranger-stop2T2,ranger-stop2T3,ranger-stop2T4,ranger-stop2T5,ranger-stop2T6,ranger-stop2T2P,ranger-stop3T4,ranger-stop3T2P,ranger-stop4T2P,ranger-stop5T2P,ranger-stop6T4,ranger-stop6T2P,ranger-stop7T2P
15-Sep-20,3,6,1,,,,,,10,4,4,,6,12,2,,4,9,4,,7,2,4,,5,6,4,,8,5,2,,,3,5,2,13,6,8,3,2,1,15,7,6,3,2,1,9,15,9,3,4,2,15,28,5,3,3,,11,9,4,2,1,,,,4,,6,4,,6,,6,6,8,,,,,25,26,16,3,5,2,4,25,26,16,3,5,2,6,,1,2,2,23,19,14,3,1,1,4,18,14,8,1,1,,10,8,5,2,,31,37,18,3,2,1,6,8,25,26,16,3,5,2,8,,4,25,26,16,3,5,2,8,,6,4,4,,8,6
15-Sep-21,6,,1,,1,,,,3,1,5,,4,1,2,,7,4,3,,5,4,2,,4,,7,,6,1,2,,3,4,4,,10,4,6,3,1,1,10,4,10,3,2,,11,8,5,2,4,,12,7,8,1,2,1,12,6,5,3,3,,,,,,,,,,,,,2,1,,,,23,13,15,5,5,,2,23,13,15,5,5,,2,,1,,,19,10,12,3,2,,2,11,7,11,3,2,,2,6,1,2,,27,12,15,3,2,,2,2,23,13,15,5,5,,3,,,23,13,15,5,5,,3,,,2,,,,
15-Sep-22,3,3,,,2,,,,9,5,8,,5,2,2,2,2,3,4,,11,1,3,,,1,2,,6,1,1,,5,1,2,,9,5,6,,,1,16,5,6,1,1,,13,3,6,2,,,17,8,8,1,,1,12,3,4,,1,,,,,,2,,,2,,2,,6,2,,,,32,7,15,2,1,,2,32,7,15,2,1,,2,,,,,26,9,12,1,1,,2,14,4,7,,1,,4,6,1,1,,40,15,16,1,1,,4,6,32,7,15,2,1,,3,,,32,7,15,2,1,,3,,2,2,,,2,
15-Sep-23,3,2,,,,,,,3,4,,,8,3,1,,10,6,3,,7,3,2,,3,,1,,2,5,3,2,7,2,2,,9,3,8,5,2,1,5,11,9,1,,,16,5,10,,1,1,19,10,8,2,,,12,9,5,4,1,,,,2,,,,,2,,2,,2,,,,,32,15,15,4,2,1,,32,15,15,4,2,1,,,1,,,23,11,11,1,,,,15,11,5,4,1,,,2,5,3,2,32,19,13,1,,,3,2,32,15,15,4,2,1,,,2,32,15,15,4,2,1,,,,2,,,2,
15-Sep-24,1,1,2,,,,,,3,4,3,2,5,2,,2,3,2,1,,5,6,2,,2,7,4,,2,3,1,,6,4,1,,13,9,8,3,2,,8,11,5,,2,,12,12,4,5,1,,10,16,3,2,,,8,6,4,4,1,,,,,,,2,,4,,4,,2,,,,,26,26,10,5,2,,,26,26,10,5,2,,,1,,,,19,15,8,,2,,,11,12,6,2,1,,,2,3,1,,22,21,10,,2,,4,2,26,26,10,5,2,,,,,26,26,10,5,2,,,,,,2,,4,
15-Sep-25,3,2,2,,2,,,,8,5,3,,7,3,4,,8,7,4,,8,9,4,,8,5,,,2,3,4,,4,6,2,1,16,16,7,1,,2,12,6,5,4,,2,17,12,5,3,1,2,15,14,6,1,1,1,12,13,8,1,1,1,,,2,,4,2,,4,,4,4,4,,,,,25,25,13,4,,3,2,25,25,13,4,,3,2,2,,,1,27,23,16,3,,2,2,14,15,8,1,,1,5,2,3,4,,38,31,20,4,,2,3,4,25,25,13,4,,3,3,,2,25,25,13,4,,3,3,,4,2,2,,5,4
15-Sep-26,3,2,5,,3,,,,7,2,3,,6,3,3,,6,6,4,,12,4,4,,1,5,7,,6,1,5,,7,5,,,10,10,5,,,,11,8,7,2,2,1,10,11,7,2,,1,16,5,12,1,2,1,14,8,8,1,1,1,,,,,,,,2,,2,,2,3,,,,27,20,15,3,1,,,27,20,15,3,1,,,,1,,,28,16,11,2,,,,13,8,9,1,1,,,6,1,5,,40,21,19,2,2,1,2,2,27,20,15,3,1,,,,,27,20,15,3,1,,,,,2,,,2,
15-Sep-27,3,3,3,,,,,,7,4,2,,7,6,,,8,8,1,,10,5,2,,2,4,2,2,4,1,3,2,6,4,4,,12,9,6,1,2,1,9,10,3,1,1,,11,7,1,1,,1,16,10,8,2,,,17,8,5,1,1,,,,4,,2,,,6,,6,2,6,,,,,28,12,11,2,1,1,2,28,12,11,2,1,1,2,1,,1,,28,20,7,1,1,,2,17,7,8,1,1,,4,4,1,3,2,41,30,11,1,1,,6,6,28,12,11,2,1,1,3,,4,28,12,11,2,1,1,3,,2,2,,,6,2
15-Sep-28,2,3,1,,,,,,6,5,2,,6,5,7,,5,4,1,,11,4,5,,6,7,,,3,3,,,5,1,1,3,10,11,5,1,2,1,3,8,5,1,,,12,9,7,1,1,1,17,11,4,1,2,1,12,12,5,,1,1,,,2,,8,6,,8,,4,4,8,,,,,20,24,7,1,2,2,2,20,24,7,1,2,2,2,2,,1,3,20,19,10,1,,,2,8,18,3,,1,1,7,3,3,,,33,27,15,1,,,3,8,20,24,7,1,2,2,3,,2,20,24,7,1,2,2,3,,8,2,6,,9,4
15-Sep-29,4,3,,,2,,,,8,4,3,,10,1,1,,6,1,2,,8,3,1,,10,9,2,,7,5,,,8,2,,,9,8,3,2,1,,19,10,5,,2,1,10,9,2,3,,1,18,8,7,2,1,,21,5,3,1,,,,,,,,2,,,,,,2,1,,,,34,20,7,4,,1,,34,20,7,4,,1,2,1,,,,25,14,7,,1,1,,24,12,5,1,,,2,7,5,,,36,18,11,,2,1,,2,34,20,7,4,,1,4,,,34,20,7,4,,1,,,,,2,,,
15-Sep-30,1,3,2,,,,,,5,2,3,,2,4,1,,5,7,3,,5,4,3,,13,4,6,,5,1,,2,4,3,,3,10,7,9,,,1,8,9,4,,,,13,9,5,1,2,2,19,11,3,2,2,1,16,6,5,1,,,,,,,6,6,,10,,2,2,8,,,,,27,19,14,2,2,2,,27,19,14,2,2,2,,,,,3,16,16,12,,,,,19,10,10,1,,,3,5,1,,2,25,24,14,,,,,8,27,19,14,2,2,2,,,,27,19,14,2,2,2,,,6,,6,,10,2
15-Oct-01,1,2,,,,,,,3,1,2,2,4,2,5,,2,3,3,,3,1,1,,4,2,,,2,1,1,,1,1,,2,7,,4,,,,6,3,2,2,,1,10,2,3,3,,,13,9,7,2,,,4,5,4,1,,1,,,,2,4,4,2,6,2,2,,6,,,,,17,9,6,2,,1,,17,9,6,2,,1,,,,,2,11,5,8,2,,1,,7,7,4,2,,1,2,2,1,1,,17,10,13,2,,1,2,6,17,9,6,2,,1,,,,17,9,6,2,,1,,2,4,,4,2,6,
15-Oct-02,,1,2,,,,,,5,3,,,3,,2,,,10,1,,3,1,2,,,1,,,2,,,,2,2,,,1,3,2,,,1,8,4,2,,2,,2,4,4,1,,,4,7,3,,2,,8,6,,1,,1,,,,,,,,2,,,,2,,,,,10,9,4,,,1,,10,9,4,,,1,2,1,,,,8,8,2,,,,,8,6,,,,1,2,2,,,,10,13,5,,2,,,2,10,9,4,,,1,2,,,10,9,4,,,1,,,,,,,2,
15-Oct-03,2,1,,,,,,,4,3,,2,1,2,1,,3,,2,,2,1,1,,4,5,2,,3,1,,,3,1,,1,5,4,3,2,1,1,5,3,,,2,,6,5,3,1,1,3,11,7,1,,2,1,5,3,1,1,2,1,,,,,2,2,,2,,2,,4,,,,,17,9,6,2,3,2,2,17,9,6,2,3,2,2,,1,,1,11,7,4,,1,,2,11,6,3,1,2,,3,3,1,,,16,10,4,,2,,4,4,17,9,6,2,3,2,3,,,17,9,6,2,3,2,3,,2,2,2,,2,
15-Oct-04,,1,,,,2,,,1,1,,,2,2,,,3,3,,,5,,,,2,,2,,2,,,,2,,5,2,4,4,4,2,,,3,4,3,2,3,1,6,1,3,2,2,,11,2,1,3,4,,5,2,,1,1,1,,,,,4,4,,4,,,,4,,1,,,15,4,8,1,3,1,,15,3,8,1,3,1,,,,1,2,8,5,3,1,1,1,,8,2,2,,1,1,2,2,,,,10,7,3,2,3,1,,4,15,4,8,1,3,1,,,,15,4,8,1,3,1,,,4,,4,,4,
15-Oct-05,2,,1,,2,,,,3,,,,4,,,,,1,,,1,1,,,1,3,,,,,,,2,1,1,1,4,2,1,2,1,,5,,3,,,,6,4,1,2,,1,7,5,4,1,1,,5,5,1,1,,1,,,2,,2,2,,2,,2,2,1,,,,,8,8,1,1,,,2,8,9,1,1,,,1,1,,1,1,8,1,1,,,,2,6,5,1,,,,2,,,,,13,2,4,,,,3,1,8,8,1,1,,,2,,2,8,8,1,1,,,3,,2,2,2,,3,2
15-Oct-06,,1,,,,,2,,1,1,,,,,2,,,,,,1,,,,,,,,1,,,,7,1,,1,2,4,2,1,,,3,1,4,2,,,5,4,,2,,,4,4,1,,,,2,4,5,1,,,,,,,2,2,,2,,,,3,,,1,,7,7,5,1,,,,7,7,5,1,,,1,1,,,1,2,2,4,2,,,,1,3,5,,,,2,1,,,,4,3,4,2,,,,3,7,7,5,1,,,1,,,7,7,5,1,,,,,2,,2,,2,
15-Oct-07,,1,1,,,,,,,,,,,,,,3,,,,4,,,,2,2,,,,2,,,2,2,1,1,5,1,2,,1,,2,3,,,,,5,2,1,2,1,,3,8,1,2,,,2,3,,,,,,,,,2,2,,2,,,,2,,,,,9,11,2,2,1,,,9,11,2,2,1,,,,,,1,5,3,1,,,,,3,7,,,,,1,,2,,,7,4,1,,,,,2,9,11,2,2,1,,,,,9,11,2,2,1,,,,2,,2,,2,
15-Oct-08,,1,,,,,,,,,,,,,1,,2,,1,,,,,,2,,,,2,,,,3,2,,2,2,,1,1,1,,3,3,2,1,1,2,2,3,2,2,1,,5,3,1,1,1,,5,2,4,1,,2,,,2,,4,4,,4,,2,2,5,,,,,6,5,4,3,1,2,3,6,5,4,3,1,2,3,,1,,2,3,3,3,1,1,2,4,6,2,3,1,,2,5,2,,,,5,4,4,1,1,2,5,5,6,5,4,3,1,2,4,,2,6,5,4,3,1,2,5,,4,4,4,,5,2
15-Oct-09,5,,1,,,,,,1,1,,,,,,,,,,,,,,,2,,,,2,2,,,,2,,1,2,1,1,2,,,3,4,,1,,,2,2,,2,,,7,1,,1,,1,6,7,2,2,,1,,,,,2,2,,2,,,,3,,,,,10,5,2,4,,1,1,10,5,2,4,,1,1,,,,1,6,3,1,1,,,,8,4,2,2,,1,2,2,2,,,9,3,1,1,,,,3,10,5,2,4,,1,2,,,10,5,2,4,,1,1,,2,,2,,2,
15-Oct-10,2,,,,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,,,2,,2,,2,,5,1,1,,3,1,5,1,,,3,2,4,,,,6,1,4,,1,,4,,6,,,,,,,,,,,2,,,,2,,,,,9,2,12,,,,,9,2,12,,,,,1,,,,3,1,9,1,,,,7,,8,,,,,2,,,,6,1,9,1,,,,2,9,2,12,,,,,,,9,2,12,,,,,,,,,,2,
15-Oct-11,1,,,,,,,,,2,1,,4,,2,,,,,,2,,,,,2,2,,2,2,,,,1,,,3,4,2,1,2,,6,2,2,2,2,,2,7,4,1,1,,2,3,1,2,2,,6,2,3,,1,,,,,,,2,,,,,,4,,,,,4,6,5,1,2,,2,4,6,5,1,2,,4,,,,,7,2,3,,2,,2,3,2,2,,1,,4,2,2,,,9,2,3,2,2,,2,4,4,6,5,1,2,,5,,,4,6,5,1,2,,5,,,2,2,,,
15-Oct-12,,,,,2,,,,,3,,,2,,,,,,,,2,,,,1,2,,,,,,,,2,,3,4,5,1,,1,1,2,4,,2,,,3,3,1,2,,,1,5,,,,1,5,5,1,2,1,,,,2,,6,6,,6,,2,2,6,1,,,,5,6,,2,1,,2,5,6,,2,1,,2,,1,,3,4,4,,2,,,2,4,5,,1,1,,5,,,,,5,5,,2,,,3,6,5,6,,2,1,,3,,2,5,6,,2,1,,3,,6,2,6,,7,2
15-Oct-13,,,,2,,,,,1,,,,,2,,,,,,,,,1,,1,,2,,2,,,4,,,,2,4,4,2,,,,2,1,,1,,,2,7,2,,1,2,3,4,4,1,,1,4,4,1,,1,,2,2,2,,6,4,,8,,6,4,8,,,,,7,9,3,,,1,2,7,9,3,,,2,4,,,,2,2,2,1,,,,2,5,3,2,,,,8,2,,,4,3,3,1,1,,,3,8,7,9,3,,,1,5,,2,7,9,3,,,1,3,,6,2,4,,9,4
15-Oct-14,,,2,,,,,,,,,2,,,2,,,,,,2,,,,2,,,,,,,,,,,2,3,1,4,1,2,1,4,1,1,2,2,1,3,2,1,1,,,3,2,1,1,2,1,,,5,1,,,,,4,,4,4,,6,,6,4,6,,,,,3,2,4,2,,1,4,3,2,4,2,,,4,,,,2,4,1,4,1,1,1,4,1,,4,1,,,6,,,,,6,1,5,2,2,1,8,6,3,2,4,2,,1,6,,4,3,2,4,2,,1,6,,4,4,4,,8,4
15-Oct-15,1,,2,,,,,,3,,,,6,2,,,,,,,,,,,,,,,1,,,,,,,2,3,4,3,1,,,3,3,2,1,,,2,2,3,,1,,6,5,3,1,1,,3,2,3,1,,,,,2,,6,6,,7,,3,,8,,,,,6,4,6,1,1,,1,6,4,6,1,1,,1,,,,2,6,3,3,1,,,1,4,2,3,1,,,5,1,,,,9,5,4,1,,,4,8,6,4,6,1,1,,3,,2,6,4,6,1,1,,3,,6,2,6,,7,
15-Oct-16,1,,,,,2,,,,,,,,2,2,,,,,,,1,,,2,3,,,2,,,2,,,,,3,4,2,,,1,2,3,2,1,,1,4,2,2,,,,3,2,1,1,,1,3,3,1,,,3,,,,,2,2,,3,,3,2,6,,1,,,5,8,3,,,3,1,5,8,3,,,3,1,,,,,3,6,3,,,1,1,3,6,1,,,3,3,2,,,2,3,6,4,1,,1,2,6,5,8,3,,,3,2,,,5,8,3,,,3,1,,2,2,2,,3,2
15-Oct-17,,,,,,,2,,1,,,,,,,,,,,,2,,,2,6,,2,,4,,,,2,1,,2,4,2,,,,1,6,3,2,,,2,1,4,,,,1,4,5,3,,,,6,3,1,,,,,,4,,8,4,,9,,7,4,8,,,2,,11,4,5,,,1,3,11,4,5,,,1,3,,,,2,7,2,2,,,2,3,10,1,3,,,,9,4,,,,9,3,2,,,2,7,8,11,4,5,,,1,5,,4,11,4,5,,,1,4,,8,2,4,,10,4
15-Oct-18,2,,,,,,,,,2,,,,2,2,,1,,,2,,,,,4,2,,,4,,,,,,,1,2,2,2,1,,1,1,4,2,1,,1,4,2,3,,,,5,6,,,1,,2,4,3,,1,,,,2,,6,2,,6,,6,4,8,,,,,5,4,4,,1,,4,5,4,4,,1,,4,,,,1,1,3,4,1,,1,4,3,3,2,,1,,9,4,,,,4,6,4,1,,1,8,8,5,4,4,,1,,6,,2,5,4,4,,1,,6,,6,6,2,,7,4
15-Oct-19,1,1,,2,,,,,2,,,,2,,,,,2,,,,,,,,3,,,,,,,,,,,3,5,,3,,,2,1,,1,,,1,2,,,,1,3,5,,3,,1,5,3,,3,,,2,2,,,2,,,4,,4,2,6,,,,,3,2,,3,,1,2,3,2,,3,,1,2,,,,,2,2,,,,,2,4,1,,3,,,4,,,,,3,4,,1,,,2,6,3,2,,3,,1,3,,,3,2,,3,,1,3,,2,2,,,5,2
15-Oct-20,2,1,2,,,,,,1,,,,2,,1,,,,,,,,,,2,,,,1,,,,,,,1,2,,,2,1,,3,1,,4,2,,,1,1,,,,3,,,5,1,,4,1,2,3,2,,,,,2,6,2,2,6,2,4,4,6,,,,,5,2,3,3,2,,,5,2,3,3,2,,,,,,1,3,2,3,3,2,,,5,1,2,5,2,,5,1,,,,4,2,3,4,2,,,6,5,2,3,3,2,,,,,5,2,3,3,2,,,2,6,,2,2,6,4
15-Oct-21,,,,,,,,,,,,,2,1,,,,,,,,2,,,,2,,,4,,,,,,,2,2,2,2,2,4,,4,4,1,3,3,,3,3,,2,,,4,1,3,1,,,1,3,,,3,,,,,,4,4,,4,,,,4,,,,,4,6,,2,3,,,4,6,,2,3,,,,,,2,1,4,,2,3,,,2,4,,,3,,2,4,,,,2,6,1,3,3,,,4,4,6,,2,3,,,,,4,6,,2,3,,,,4,,4,,4,
15-Oct-22,,,,,,,,,,,,2,4,,1,,,2,,,,,,,2,,2,,2,,1,,,,,2,2,3,4,5,,,6,2,2,1,1,,5,1,6,2,1,,3,2,3,,,,2,2,5,,2,,,,,,8,4,,7,,3,,8,,,,,7,3,8,2,1,,1,7,3,8,2,1,,1,,,,2,6,,2,1,1,,,3,2,5,,1,,5,2,,1,,8,,3,1,1,,2,8,7,3,8,2,1,,1,,,7,3,8,2,1,,2,,8,,4,,9,
15-Oct-23,1,1,3,,,,,,2,,2,,2,,,,1,,,,,,2,,,,,,,,1,,,,,2,2,1,2,2,,1,1,3,3,,,,3,5,2,2,1,,2,4,5,1,2,1,2,2,4,3,1,,,,2,,4,4,,4,,2,2,4,,,,,3,7,7,3,2,,2,3,7,7,3,2,,2,,,,2,5,4,6,,,,2,1,2,5,2,1,,4,,,1,,7,4,10,,,,3,4,3,7,7,3,2,,3,,2,3,7,7,3,2,,3,,4,2,4,,5,2
15-Oct-24,,3,1,,,,,,1,,1,,,,,,,1,,2,1,1,2,,,,,,2,2,,,1,,2,,7,5,3,,1,,2,3,3,1,,,4,5,3,2,1,,1,7,1,2,,,2,3,,1,,,1,1,2,,,,,1,,1,,2,,,,,5,6,3,3,1,,1,5,6,3,3,1,,1,1,,1,,3,2,4,1,,,,3,3,,1,,,1,2,2,,,4,5,5,1,,,3,2,5,6,3,3,1,,2,,2,5,6,3,3,1,,1,,,2,,,1,
15-Oct-25,2,,,,,,,,,,2,,,,1,,,4,,,2,4,1,,,,,,4,,,,,,,,6,1,3,2,,,3,2,,2,3,,1,6,2,3,1,,5,4,1,2,3,,4,5,4,1,3,,,,,,2,,,2,,2,2,4,,,,,7,7,4,4,2,,2,7,7,4,4,2,,2,,,,,5,7,3,2,1,,2,6,3,3,1,2,,4,4,,,,7,10,4,2,3,,2,4,7,7,4,4,2,,3,,,7,7,4,4,2,,3,,2,2,,,2,2
15-Oct-26,1,,,,2,,,,,,1,,4,1,,,,,,,1,1,,,4,,,,1,,,,,,,3,3,,4,1,,1,2,1,3,1,2,2,3,4,,2,,1,5,3,2,2,2,2,4,4,2,2,,2,,,2,,2,2,,4,,4,2,4,1,,,,8,6,2,4,,3,2,8,6,2,4,,3,2,,,,1,4,3,1,1,,2,2,6,3,2,2,,2,5,1,,,,6,3,2,1,2,2,5,4,8,6,2,4,,3,3,,2,8,6,2,4,,3,3,,2,4,2,,5,2
15-Oct-27,,,,,2,,,,2,,,,,,1,,,1,,,,1,,,2,,,,,,,2,,,2,1,1,1,1,2,1,,2,3,2,3,,,6,1,3,1,1,,4,4,2,2,,,3,3,1,4,2,,,,,,4,2,,4,,2,2,6,1,,,,5,4,4,3,1,,,5,4,4,3,1,,,,,,1,1,3,2,3,,,,1,3,,3,1,,3,,,,2,2,5,3,3,,,,6,5,4,4,3,1,,,,,5,4,4,3,1,,,,4,,2,,4,2
15-Oct-28,,,,,,,,,,,,2,,2,,,,2,,,2,1,1,,,,,,,,,,,2,,2,2,3,2,2,,1,4,,1,2,,,5,4,1,3,,1,2,2,,1,,2,5,4,1,,,,1,1,,,4,6,,5,,1,,6,,,,,6,4,2,3,,1,1,6,4,2,3,,1,1,,1,,2,6,4,2,2,,,,3,2,1,,,,3,,,,,6,5,2,2,,,2,6,6,4,2,3,,1,1,,,6,4,2,3,,1,2,,4,2,6,,5,
15-Oct-29,,,,,,,,,,,,,,,,,,1,,,,,1,,4,,,,4,,,,,,,,7,2,1,,,1,5,,1,1,1,,3,2,6,1,1,,2,3,3,,,1,2,6,,,,,,,,,,,,,,,,4,,,,,9,4,6,1,1,,4,9,4,6,1,1,,4,,,,,5,1,2,1,1,,4,6,4,,,,,4,4,,,,5,1,2,1,1,,4,4,9,4,6,1,1,,6,,,9,4,6,1,1,,6,,,4,,,,
15-Oct-30,,,,,,,,,,,,,,,,,,1,,,,,,,4,,2,2,2,,,,5,,,,4,3,1,1,2,1,5,2,3,2,,,8,2,,1,2,1,4,,1,1,1,1,6,,2,1,3,1,,,,,,,,,,,,2,,,,,10,2,4,2,3,2,,11,2,4,2,3,2,,3,,,,5,3,3,2,,,,6,,4,1,2,1,,2,,,,5,3,3,2,,,,2,11,2,4,2,3,2,,,,10,2,4,2,3,2,,,,,,,,
15-Oct-31,,,,,,,,,,,,,3,,,,1,,,,,,1,,,2,2,,2,2,,,5,,,3,5,5,1,1,1,,3,3,1,1,1,1,6,3,,1,1,,6,2,2,1,1,1,6,1,4,2,2,,,,4,,8,6,,6,,4,4,8,,,,,12,6,4,3,3,,4,11,6,4,3,3,,4,,,,3,6,2,2,1,1,,4,5,4,4,2,2,,9,2,2,,,7,3,2,1,1,1,6,8,11,6,4,3,3,,6,,4,12,6,4,3,3,,6,,8,4,6,,8,4
15-Nov-01,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,3,,1,,,,4,2,,1,,,2,,2,1,,1,5,1,,,,,,1,1,,,1,2,2,2,,2,4,,4,,4,4,4,,,,,2,1,1,1,,,2,2,1,1,1,,,2,,,,1,4,1,,1,,,3,1,1,,,,,3,2,,,,4,2,,1,,,3,4,2,1,1,1,,,3,,2,2,1,1,1,,,3,,2,2,4,,5,6
15-Nov-02,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,1,1,1,,,1,,3,1,,1,,,1,1,1,,1,1,,1,1,,,,2,2,,,,2,,1,,1,,2,,,,,4,2,1,1,,,1,4,2,1,1,,,1,,,,,2,2,,,,,,,1,1,,,,1,,,,,2,2,,,1,,,2,4,2,1,1,,,2,,,4,2,1,1,,,1,,,,2,,1,
15-Nov-03,,,,,2,,,,,,,2,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,1,1,1,,,,,2,1,,,2,1,1,1,1,,2,,,2,,,3,,1,1,1,,,,,,2,,,2,,2,,4,,,,,2,1,2,2,,,2,2,1,2,2,,,2,,,,,,,3,,,,2,3,,1,1,,,4,,,,,1,,3,1,,,4,4,2,1,2,2,,,2,,,2,1,2,2,,,4,,2,2,,,2,
15-Nov-04,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,1,1,,,,1,2,2,,,,2,2,2,,,1,1,1,1,,,1,,1,,,,,,,,,,2,,,,,,2,,,,,2,1,2,,,1,,2,1,2,,,1,,,,,,1,2,1,,,,,,,1,,,,,,,2,,1,3,2,,,,,2,2,1,2,,,1,,,,2,1,2,,,1,,,,,2,,,
15-Nov-05,,,,,,,,,,,,,,,,4,,,,,,,,2,,2,,,,,,,,,,1,,1,,,2,,,,1,1,3,,,3,,1,1,,,4,1,,1,,,4,,,1,,1,1,,,4,2,,7,,5,,6,,,,,,3,,1,2,,1,,3,,1,2,,1,,,,1,,,,1,3,,,,2,,,1,,4,,,,,,,1,1,3,,6,6,,3,,1,2,,3,,,,3,,1,2,,3,,4,2,2,,7,
15-Nov-06,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,2,,,,1,2,1,1,1,,,2,,,,,,2,,2,,,,2,,3,,,,1,1,2,1,,,,,2,,4,2,,8,,6,4,6,,,,,4,1,2,1,,,2,4,1,2,1,,,2,,,,1,2,,,,,,2,2,1,1,1,,,5,,,,2,2,,,,,,5,6,4,1,2,1,,,3,,2,4,1,2,1,,,3,,4,2,2,,11,4
15-Nov-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,2,,,1,,,1,,,,,,1,,,,,,2,,1,2,,,2,,1,1,,,,,,,2,,,,,,,2,,,,,3,,1,1,,,,3,,1,1,,,4,,,,,,,,,,,,2,,1,1,,,4,,,,,1,,,,,,,2,3,,1,1,,,4,,,3,,1,1,,,4,,2,,,,,
15-Nov-08,,,,,,,,,,,,,,,,2,,,,2,,,,,2,,,2,,,,,,,,,2,2,,,1,1,2,1,1,,,1,,1,,,1,1,1,2,1,,,,1,3,,,,1,,,,,4,2,,8,,8,6,8,,,,,3,4,,,1,2,,3,4,,,1,2,2,,,,,2,1,,,,1,,3,3,,,,1,6,,,,,2,2,1,,,1,4,8,3,4,,,1,2,2,,,3,4,,,1,2,,,4,,2,,8,6
15-Nov-09,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,6,,,,,,,,,,,,2,,,,,2,,,,,,,,2,,2,4,,6,,4,,4,,,,,2,,,,,,,2,,,,,,,,,,1,,2,,,,,,2,,,,,,1,,,,,,5,,,,,4,4,2,,,,,,,,2,2,,,,,,,,2,,4,,6,
15-Nov-10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,,6,1,1,,1,,1,,,,,,1,,2,2,,,,1,4,1,,,,2,,1,1,,,,,2,,4,4,,8,,4,,8,,,,,2,2,1,1,,,,2,2,1,1,,,,,,,2,,1,,,,1,,2,,,1,,,6,,,,4,,2,,,,1,4,8,2,2,1,1,,,,,2,2,2,1,1,,,,,4,2,4,,8,
15-Nov-11,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,,1,,,4,,,2,,,3,1,,2,1,,2,1,,1,,,,,,2,1,,,,4,,4,4,,8,,6,4,8,,,,,3,1,,2,,,2,3,1,,2,,,2,,,,2,3,,,1,,,2,,,,1,,,4,,,,,4,,,2,,,7,8,3,1,,2,,,3,,4,3,1,,2,,,3,,4,4,4,,10,4
15-Nov-12,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,4,1,,1,,1,2,2,,3,,,2,1,,,,,,,,2,,,2,4,2,4,2,6,,,,,4,2,,1,,,2,4,2,,1,,1,2,,,,,1,2,,,,,2,1,1,,2,,,2,,,,,1,3,,,,,4,6,4,2,,1,,1,3,,,4,2,,1,,1,3,2,,4,,2,4,2
