date,Campsite,1,2,3,4,5,6,2P
1/27/2016,gate2,,,,,,,4
1/27/2016,gate3,,,,,,,4
1/27/2016,gate4,,,,,,,2
1/27/2016,gate5,,,,,,,5
1/27/2016,gate6,,,,,,,5
1/27/2016,gate7,,,,,,,2
1/27/2016,gate8,,,,,,,6
1/27/2016,general-gate1,,1,1,,,,5
1/27/2016,general-gate2,,1,1,,,,3
1/27/2016,general-gate3,,,,,,,1
1/27/2016,general-gate4,1,,2,,,,2
1/27/2016,general-gate5,,1,1,,,,6
1/27/2016,general-gate6,,2,,,,,
1/27/2016,general-gate7,1,,2,,,,5
1/27/2016,ranger-base,,,,,,,6
1/27/2016,ranger-stop0,,1,1,,,,4
1/27/2016,ranger-stop1,,,,,,,4
1/27/2016,ranger-stop2,,1,1,,,,7
1/27/2016,ranger-stop3,,,,,,,4
1/27/2016,ranger-stop4,,,,,,,4
1/27/2016,ranger-stop5,,,,,,,2
1/27/2016,ranger-stop6,,,,,,,8
1/27/2016,ranger-stop7,,,,,,,2
1/28/2016,camping3,,,,,,,2
1/28/2016,camping5,,2,,,,,
1/28/2016,camping8,,,,,,,1
1/28/2016,entrance1,1,,1,,,,
1/28/2016,entrance2,,,,1,,,
1/28/2016,entrance3,2,1,1,,,,
1/28/2016,entrance4,1,1,,1,,,
1/28/2016,gate0,,,,,,,1
1/28/2016,gate1,,,,,,,1
1/28/2016,gate2,,,,,,,2
1/28/2016,gate3,,,,,,,6
1/28/2016,gate4,,,,,,,2
1/28/2016,gate5,,,,,,,5
1/28/2016,gate6,,,,,,,3
1/28/2016,gate8,,,,,,,8
1/28/2016,general-gate1,1,1,,,,,1
1/28/2016,general-gate2,1,1,,,,,1
1/28/2016,general-gate3,,,,,,,1
1/28/2016,general-gate4,,1,,,,,
1/28/2016,general-gate5,1,1,,,,,6
1/28/2016,general-gate7,1,2,,,,,3
1/28/2016,ranger-base,,,,,,,8
1/28/2016,ranger-stop0,1,1,,,,,1
1/28/2016,ranger-stop1,,,,,,,2
1/28/2016,ranger-stop2,1,1,,,,,2
1/28/2016,ranger-stop3,,,,,,,6
1/28/2016,ranger-stop5,,,,,,,2
1/28/2016,ranger-stop6,,,,,,,6
1/29/2016,camping5,1,,,,,,
1/29/2016,camping6,2,,,,,,
1/29/2016,entrance0,3,,1,,1,,
1/29/2016,entrance1,1,,,1,,,
1/29/2016,entrance2,1,,1,,,,
1/29/2016,entrance3,1,,,1,,,
1/29/2016,entrance4,1,,,,1,,
1/29/2016,gate2,,,,,,,2
1/29/2016,gate5,,,,,,,2
1/29/2016,gate6,,,,,,,2
1/29/2016,gate8,,,,,,,2
1/29/2016,general-gate1,2,,1,,1,,
1/29/2016,general-gate2,2,,1,,1,,
1/29/2016,general-gate4,2,,,,,,
1/29/2016,general-gate5,1,,,,1,,
1/29/2016,general-gate7,2,,,1,,,2
1/29/2016,ranger-base,,,,,,,2
1/29/2016,ranger-stop0,2,,1,,1,,
1/29/2016,ranger-stop1,,,,,,,2
1/29/2016,ranger-stop2,2,,1,,1,,
1/29/2016,ranger-stop6,,,,,,,2
1/30/2016,camping2,,2,,,,,
1/30/2016,camping8,,,,,,,2
1/30/2016,entrance0,,1,1,,,,
1/30/2016,entrance1,,,1,,,,
1/30/2016,entrance2,,3,1,,,,
1/30/2016,entrance3,,,1,,,,
1/30/2016,entrance4,,2,,,,,
1/30/2016,gate3,,,,,,,4
1/30/2016,gate4,,,,,,,4
1/30/2016,gate5,,,,,,,4
1/30/2016,gate8,,,,,,,4
1/30/2016,general-gate1,,3,1,,,,
1/30/2016,general-gate2,,3,1,,,,
1/30/2016,general-gate3,,,,,,,2
1/30/2016,general-gate4,,2,,,,,
1/30/2016,general-gate5,,1,,,,,2
1/30/2016,general-gate7,,2,1,,,,
1/30/2016,ranger-base,,,,,,,4
1/30/2016,ranger-stop0,,3,1,,,,
1/30/2016,ranger-stop2,,3,1,,,,
1/30/2016,ranger-stop3,,,,,,,4
1/30/2016,ranger-stop5,,,,,,,4
1/30/2016,ranger-stop6,,,,,,,4
1/31/2016,camping7,,,2,,,,
1/31/2016,entrance0,2,,,1,,,
1/31/2016,entrance2,,,1,,,,
1/31/2016,entrance3,1,,1,1,,,
1/31/2016,entrance4,1,,,,,,
1/31/2016,gate3,,,,,,,4
1/31/2016,gate4,,,,,,,2
1/31/2016,gate5,,,,,,,6
1/31/2016,gate6,,,,,,,4
1/31/2016,gate7,,,,,,,4
1/31/2016,gate8,,,,,,,6
1/31/2016,general-gate1,1,,1,,,,
1/31/2016,general-gate2,1,,1,,,,2
1/31/2016,general-gate5,1,,1,,,,6
1/31/2016,general-gate6,,,2,,,,
1/31/2016,ranger-base,,,,,,,6
1/31/2016,ranger-stop0,1,,1,,,,2
1/31/2016,ranger-stop2,1,,1,,,,2
1/31/2016,ranger-stop3,,,,,,,4
1/31/2016,ranger-stop5,,,,,,,2
1/31/2016,ranger-stop6,,,,,,,6
1/31/2016,ranger-stop7,,,,,,,4
2/1/2016,camping7,,,2,,,,
2/1/2016,camping8,,,,,,,2
2/1/2016,entrance0,1,1,2,2,1,,
2/1/2016,entrance1,3,1,,,1,,
2/1/2016,entrance2,3,,1,2,1,,
2/1/2016,entrance3,6,,2,,,,
2/1/2016,entrance4,4,,3,,1,,
2/1/2016,gate5,,,,,,,2
2/1/2016,gate8,,,,,,,2
2/1/2016,general-gate1,6,,4,2,2,,
2/1/2016,general-gate2,6,,4,2,2,,
2/1/2016,general-gate4,1,1,,,1,,
2/1/2016,general-gate5,4,,4,,1,,2
2/1/2016,general-gate6,,,2,,,,
2/1/2016,general-gate7,3,1,,,1,,
2/1/2016,ranger-base,,,,,,,2
2/1/2016,ranger-stop0,6,,4,2,2,,
2/1/2016,ranger-stop2,6,,4,2,2,,
2/1/2016,ranger-stop6,,,,,,,2
2/2/2016,camping6,,2,,,,,
2/2/2016,entrance0,2,1,1,,,,
2/2/2016,entrance1,1,3,,1,1,,
2/2/2016,entrance2,2,1,,2,,,
2/2/2016,entrance3,4,3,2,2,2,,
2/2/2016,entrance4,2,2,1,3,1,,
2/2/2016,gate3,,,,,,,2
2/2/2016,gate5,,,,,,,3
2/2/2016,gate6,,,,,,,3
2/2/2016,gate7,,,,,,,4
2/2/2016,gate8,,,,,,,4
2/2/2016,general-gate1,5,3,1,3,1,,1
2/2/2016,general-gate2,5,3,1,3,1,,1
2/2/2016,general-gate4,1,2,,1,,,1
2/2/2016,general-gate5,2,2,1,2,1,,3
2/2/2016,general-gate7,1,3,,1,1,,
2/2/2016,ranger-base,,,,,,,4
2/2/2016,ranger-stop0,5,3,1,3,1,,2
2/2/2016,ranger-stop2,5,3,1,3,1,,2
2/2/2016,ranger-stop3,,,,,,,2
2/2/2016,ranger-stop6,,,,,,,3
2/2/2016,ranger-stop7,,,,,,,4
2/3/2016,camping0,2,,,,,,
2/3/2016,camping5,,,,,,,2
2/3/2016,camping7,,,,,,,2
2/3/2016,camping8,,,,,,,2
2/3/2016,entrance0,2,,,1,,1,
2/3/2016,entrance1,1,,,,1,2,
2/3/2016,entrance2,2,1,,1,1,1,
2/3/2016,entrance3,3,2,,,,1,
2/3/2016,entrance4,2,1,,,1,1,
2/3/2016,gate0,,,,,,,1
2/3/2016,gate1,,,,,,,1
2/3/2016,gate2,,,,,,,2
2/3/2016,gate3,,,,,,,4
2/3/2016,gate4,,,,,,,2
2/3/2016,gate5,,,,,,,9
2/3/2016,gate6,,,,,,,9
2/3/2016,gate7,,,,,,,4
2/3/2016,gate8,,,,,,,8
2/3/2016,general-gate1,4,2,,1,,2,1
2/3/2016,general-gate2,4,2,,1,,2,1
2/3/2016,general-gate4,2,,,,,1,
2/3/2016,general-gate5,2,1,,,,1,5
2/3/2016,general-gate6,,,,,,,2
2/3/2016,general-gate7,3,,,,,2,5
2/3/2016,ranger-base,,,,,,,8
2/3/2016,ranger-stop0,4,2,,1,,2,3
2/3/2016,ranger-stop1,,,,,,,2
2/3/2016,ranger-stop2,4,2,,1,,2,3
2/3/2016,ranger-stop3,,,,,,,4
2/3/2016,ranger-stop4,,,,,,,2
2/3/2016,ranger-stop5,,,,,,,2
2/3/2016,ranger-stop6,,,,,,,9
2/3/2016,ranger-stop7,,,,,,,4
2/4/2016,camping3,,,2,,,,
2/4/2016,camping8,,,,,,,1
2/4/2016,entrance0,3,2,1,,,,
2/4/2016,entrance1,2,3,1,,,,
2/4/2016,entrance2,3,2,2,,1,,
2/4/2016,entrance3,3,1,1,,,,
2/4/2016,entrance4,3,2,1,,,,
2/4/2016,gate3,,,,,,,4
2/4/2016,gate4,,,,,,,2
2/4/2016,gate5,,,,,,,4
2/4/2016,gate6,,,,,,,2
2/4/2016,gate7,,,,,,,2
2/4/2016,gate8,,,,,,,4
2/4/2016,general-gate1,4,4,1,,1,,
2/4/2016,general-gate2,4,4,1,,1,,
2/4/2016,general-gate3,,,,,,,1
2/4/2016,general-gate4,1,3,1,,1,,
2/4/2016,general-gate5,2,2,,,,,3
2/4/2016,general-gate7,2,3,1,,1,,
2/4/2016,ranger-base,,,,,,,4
2/4/2016,ranger-stop0,4,4,1,,1,,
2/4/2016,ranger-stop2,4,4,1,,1,,
2/4/2016,ranger-stop3,,,,,,,4
2/4/2016,ranger-stop5,,,,,,,2
2/4/2016,ranger-stop6,,,,,,,4
2/4/2016,ranger-stop7,,,,,,,2
2/5/2016,camping0,,,,,,,2
2/5/2016,camping3,,,2,,,,
2/5/2016,camping7,,,,,,,2
2/5/2016,camping8,,,,,,,1
2/5/2016,entrance0,1,1,2,,,,
2/5/2016,entrance1,1,1,2,,,,
2/5/2016,entrance2,2,1,5,,,,
2/5/2016,entrance3,,2,2,,,,
2/5/2016,entrance4,2,3,1,,,,
2/5/2016,gate0,,,,,,,2
2/5/2016,gate1,,,,,,,2
2/5/2016,gate2,,,,,,,2
2/5/2016,gate3,,,,,,,2
2/5/2016,gate4,,,,,,,2
2/5/2016,gate5,,,,,,,4
2/5/2016,gate6,,,,,,,4
2/5/2016,gate7,,,,,,,2
2/5/2016,gate8,,,,,,,4
2/5/2016,general-gate1,2,4,6,,,,2
2/5/2016,general-gate2,2,4,6,,,,2
2/5/2016,general-gate3,,,,,,,1
2/5/2016,general-gate4,1,1,3,,,,2
2/5/2016,general-gate5,1,3,1,,,,3
2/5/2016,general-gate6,,,,,,,2
2/5/2016,general-gate7,1,1,4,,,,3
2/5/2016,ranger-base,,,,,,,4
2/5/2016,ranger-stop0,2,4,6,,,,3
2/5/2016,ranger-stop1,,,,,,,2
2/5/2016,ranger-stop2,2,4,6,,,,3
2/5/2016,ranger-stop3,,,,,,,2
2/5/2016,ranger-stop4,,,,,,,2
2/5/2016,ranger-stop5,,,,,,,2
2/5/2016,ranger-stop6,,,,,,,7
2/5/2016,ranger-stop7,,,,,,,2
2/6/2016,camping6,2,,,,,,
2/6/2016,camping8,,,,,,,2
2/6/2016,entrance0,4,1,,3,1,1,
2/6/2016,entrance1,1,1,1,3,,,
2/6/2016,entrance2,2,1,1,2,,,
2/6/2016,entrance3,2,1,2,2,1,,
2/6/2016,entrance4,1,,,2,,1,
2/6/2016,gate2,,,,,,,2
2/6/2016,gate3,,,,,,,4
2/6/2016,gate4,,,,,,,4
2/6/2016,gate5,,,,,,,4
2/6/2016,gate6,,,,,,,2
2/6/2016,gate7,,,,,,,2
2/6/2016,gate8,,,,,,,4
2/6/2016,general-gate1,1,1,1,2,,1,2
2/6/2016,general-gate2,1,1,1,2,,1,2
2/6/2016,general-gate3,,,,,,,2
2/6/2016,general-gate4,1,,,3,,,2
2/6/2016,general-gate5,1,,,1,,1,4
2/6/2016,general-gate7,1,1,1,3,,,3
2/6/2016,ranger-base,,,,,,,4
2/6/2016,ranger-stop0,1,1,1,2,,1,3
2/6/2016,ranger-stop1,,,,,,,2
2/6/2016,ranger-stop2,1,1,1,2,,1,3
2/6/2016,ranger-stop3,,,,,,,4
2/6/2016,ranger-stop4,,,,,,,2
2/6/2016,ranger-stop5,,,,,,,4
2/6/2016,ranger-stop6,,,,,,,5
2/6/2016,ranger-stop7,,,,,,,2
2/7/2016,camping0,,,,,,,2
2/7/2016,camping1,,,2,,,,
2/7/2016,camping3,,,,,,,2
2/7/2016,entrance0,1,1,,1,,,
2/7/2016,entrance1,3,3,1,2,1,,
2/7/2016,entrance2,,1,,1,,,
2/7/2016,entrance3,,,1,1,,,
2/7/2016,entrance4,2,3,2,3,1,,
2/7/2016,gate0,,,,,,,1
2/7/2016,gate1,,,,,,,1
2/7/2016,gate5,,,,,,,4
2/7/2016,gate6,,,,,,,2
2/7/2016,gate8,,,,,,,4
2/7/2016,general-gate0,,,1,,,,
2/7/2016,general-gate1,2,2,2,3,1,,
2/7/2016,general-gate2,2,2,2,4,1,,2
2/7/2016,general-gate4,3,3,1,1,1,,
2/7/2016,general-gate5,2,2,2,3,1,,2
2/7/2016,general-gate7,3,3,1,2,1,,1
2/7/2016,ranger-base,,,,,,,4
2/7/2016,ranger-stop0,2,2,2,4,1,,2
2/7/2016,ranger-stop2,2,2,2,4,1,,
2/7/2016,ranger-stop6,,,,,,,4
2/8/2016,camping2,,,2,,,,
2/8/2016,entrance0,3,3,2,,2,,
2/8/2016,entrance1,2,3,1,2,,,
2/8/2016,entrance2,2,,,,,,
2/8/2016,entrance3,3,2,,2,1,,
2/8/2016,entrance4,,2,3,,2,,
2/8/2016,gate3,,,,,,,2
2/8/2016,gate5,,,,,,,2
2/8/2016,gate6,,,,,,,2
2/8/2016,gate7,,,,,,,2
2/8/2016,gate8,,,,,,,2
2/8/2016,general-gate1,2,2,3,1,2,,
2/8/2016,general-gate2,2,2,3,,2,,
2/8/2016,general-gate4,1,2,3,1,,,
2/8/2016,general-gate5,,2,3,,2,,2
2/8/2016,general-gate7,2,3,3,2,,,
2/8/2016,ranger-base,,,,,,,2
2/8/2016,ranger-stop0,2,2,3,,2,,
2/8/2016,ranger-stop2,2,2,3,,2,,
2/8/2016,ranger-stop3,,,,,,,2
2/8/2016,ranger-stop6,,,,,,,2
2/8/2016,ranger-stop7,,,,,,,2
2/9/2016,camping4,,1,,,,,
2/9/2016,entrance0,2,1,,,,,
2/9/2016,entrance1,1,1,2,,,1,
2/9/2016,entrance2,3,1,1,2,,,
2/9/2016,entrance3,3,,,2,,1,
2/9/2016,entrance4,1,,1,2,1,,
2/9/2016,gate3,,,,,,,2
2/9/2016,gate5,,,,,,,2
2/9/2016,gate6,,,,,,,2
2/9/2016,gate7,,,,,,,2
2/9/2016,gate8,,,,,,,4
2/9/2016,general-gate1,2,1,2,2,1,,2
2/9/2016,general-gate2,2,1,2,2,1,,2
2/9/2016,general-gate4,,2,2,,,,2
2/9/2016,general-gate5,,,1,1,1,,4
2/9/2016,general-gate7,1,2,2,,,1,2
2/9/2016,ranger-base,,,,,,,4
2/9/2016,ranger-stop0,2,1,2,2,1,,3
2/9/2016,ranger-stop2,2,1,2,2,1,,3
2/9/2016,ranger-stop3,,,,,,,2
2/9/2016,ranger-stop4,,,,,,,2
2/9/2016,ranger-stop6,,,,,,,2
2/9/2016,ranger-stop7,,,,,,,2
2/10/2016,camping3,2,,,,,,2
2/10/2016,camping4,,1,,,,,
2/10/2016,entrance0,2,1,,,2,,
2/10/2016,entrance1,5,1,,,1,,
2/10/2016,entrance2,4,1,,,2,1,
2/10/2016,entrance3,7,2,,,,2,
2/10/2016,entrance4,4,,,,1,1,
2/10/2016,gate4,,,,,,,2
2/10/2016,gate5,,,,,,,2
2/10/2016,gate6,,,,,,,4
2/10/2016,gate8,,,,,,,4
2/10/2016,general-gate1,4,1,,,3,2,
2/10/2016,general-gate2,4,1,,,3,2,
2/10/2016,general-gate4,3,1,,,1,,
2/10/2016,general-gate5,2,,,,1,1,
2/10/2016,general-gate7,7,2,,,1,,4
2/10/2016,ranger-base,,,,,,,4
2/10/2016,ranger-stop0,4,1,,,3,2,
2/10/2016,ranger-stop2,4,1,,,3,2,
2/10/2016,ranger-stop4,,,,,,,2
2/10/2016,ranger-stop5,,,,,,,2
2/10/2016,ranger-stop6,,,,,,,5
2/11/2016,camping4,1,,,,,,
2/11/2016,camping6,,,,,,,2
2/11/2016,camping8,,,,,,,1
2/11/2016,entrance0,2,,,1,1,,
2/11/2016,entrance1,4,1,,,1,,
2/11/2016,entrance2,1,2,,1,,,
2/11/2016,entrance3,2,1,1,,2,1,
2/11/2016,entrance4,2,2,1,2,1,1,
2/11/2016,gate3,,,,,,,4
2/11/2016,gate4,,,,,,,2
2/11/2016,gate5,,,,,,,4
2/11/2016,gate6,,,,,,,2
2/11/2016,gate7,,,,,,,2
2/11/2016,gate8,,,,,,,6
2/11/2016,general-gate1,3,2,1,1,1,1,
2/11/2016,general-gate2,3,2,1,1,1,1,
2/11/2016,general-gate3,,,,,,,1
2/11/2016,general-gate4,3,1,,,,,
2/11/2016,general-gate5,2,1,1,1,1,1,3
2/11/2016,general-gate7,5,1,,,1,,
2/11/2016,ranger-base,,,,,,,6
2/11/2016,ranger-stop0,3,2,1,1,1,1,
2/11/2016,ranger-stop2,3,2,1,1,1,1,
2/11/2016,ranger-stop3,,,,,,,4
2/11/2016,ranger-stop5,,,,,,,2
2/11/2016,ranger-stop6,,,,,,,4
2/11/2016,ranger-stop7,,,,,,,2
2/12/2016,camping2,,,,,,,2
2/12/2016,camping3,,,2,,,,
2/12/2016,camping8,,,,,,,4
2/12/2016,entrance0,,1,,,1,,
2/12/2016,entrance1,1,,2,,2,,
2/12/2016,entrance2,1,1,2,1,4,,
2/12/2016,entrance3,,,,1,4,,
2/12/2016,entrance4,,,2,,,,
2/12/2016,gate5,,,,,,,3
2/12/2016,gate6,,,,,,,3
2/12/2016,gate7,,,,,,,2
2/12/2016,gate8,,,,,,,6
2/12/2016,general-gate1,1,1,4,1,4,,1
2/12/2016,general-gate2,1,1,4,1,4,,1
2/12/2016,general-gate4,1,,4,,1,,1
2/12/2016,general-gate5,,,2,,,,3
2/12/2016,general-gate7,1,,4,,2,,4
2/12/2016,ranger-base,,,,,,,6
2/12/2016,ranger-stop0,1,1,4,1,4,,2
2/12/2016,ranger-stop2,1,1,4,1,4,,1
2/12/2016,ranger-stop4,,,,,,,2
2/12/2016,ranger-stop6,,,,,,,3
2/12/2016,ranger-stop7,,,,,,,2
2/13/2016,camping3,,,,,,,4
2/13/2016,camping5,,,2,,,,
2/13/2016,camping8,,,,,,,3
2/13/2016,entrance0,2,1,,,1,,
2/13/2016,entrance1,4,2,1,1,1,,
2/13/2016,entrance2,,2,2,1,1,,
2/13/2016,entrance3,2,,2,1,1,,
2/13/2016,entrance4,2,1,3,,2,,
2/13/2016,gate0,,,,,,,2
2/13/2016,gate1,,,,,,,2
2/13/2016,gate2,,,,,,,2
2/13/2016,gate3,,,,,,,4
2/13/2016,gate4,,,,,,,2
2/13/2016,gate5,,,,,,,8
2/13/2016,gate6,,,,,,,6
2/13/2016,gate7,,,,,,,2
2/13/2016,gate8,,,,,,,8
2/13/2016,general-gate1,2,3,1,2,3,,2
2/13/2016,general-gate2,2,3,1,1,3,,2
2/13/2016,general-gate3,,,,,,,1
2/13/2016,general-gate4,3,2,1,1,1,,
2/13/2016,general-gate5,2,1,1,,2,,5
2/13/2016,general-gate7,4,2,3,1,1,,4
2/13/2016,ranger-base,,,,,,,8
2/13/2016,ranger-stop0,2,3,1,1,3,,2
2/13/2016,ranger-stop1,,,,,,,4
2/13/2016,ranger-stop2,2,3,1,2,3,,3
2/13/2016,ranger-stop3,,,,,,,4
2/13/2016,ranger-stop5,,,,,,,2
2/13/2016,ranger-stop6,,,,,,,8
2/13/2016,ranger-stop7,,,,,,,2
2/14/2016,camping7,,2,,,,,
2/14/2016,camping8,,,,,,,1
2/14/2016,entrance0,1,4,,1,,,
2/14/2016,entrance1,,3,2,3,,2,
2/14/2016,entrance2,2,3,2,2,,1,
2/14/2016,entrance3,,2,,2,,,
2/14/2016,entrance4,1,,,3,,1,
2/14/2016,gate2,,,,,,,2
2/14/2016,gate3,,,,,,,6
2/14/2016,gate4,,,,,,,2
2/14/2016,gate5,,,,,,,6
2/14/2016,gate6,,,,,,,6
2/14/2016,gate7,,,,,,,4
2/14/2016,gate8,,,,,,,6
2/14/2016,general-gate1,1,5,2,2,,2,2
2/14/2016,general-gate2,1,5,2,3,,2,4
2/14/2016,general-gate3,,,,,,,1
2/14/2016,general-gate4,,3,2,1,,2,2
2/14/2016,general-gate5,,2,,2,,1,7
2/14/2016,general-gate6,,2,,,,,
2/14/2016,general-gate7,,3,2,3,,2,5
2/14/2016,ranger-base,,,,,,,6
2/14/2016,ranger-stop0,1,5,2,3,,2,5
2/14/2016,ranger-stop1,,,,,,,2
2/14/2016,ranger-stop2,1,5,2,2,,2,5
2/14/2016,ranger-stop3,,,,,,,6
2/14/2016,ranger-stop4,,,,,,,4
2/14/2016,ranger-stop5,,,,,,,2
2/14/2016,ranger-stop6,,,,,,,7
2/14/2016,ranger-stop7,,,,,,,4
2/15/2016,camping2,,,,,,,2
2/15/2016,camping3,,,2,,,,
2/15/2016,camping8,,,,,,,2
2/15/2016,entrance0,,1,2,2,,,
2/15/2016,entrance1,2,,,1,1,1,
2/15/2016,entrance2,2,1,2,,,,
2/15/2016,entrance3,,,1,4,1,1,
2/15/2016,entrance4,2,,1,1,,,
2/15/2016,gate2,,,,,,,2
2/15/2016,gate3,,,,,,,4
2/15/2016,gate4,,,,,,,4
2/15/2016,gate5,,,,,,,6
2/15/2016,gate6,,,,,,,4
2/15/2016,gate7,,,,,,,2
2/15/2016,gate8,,,,,,,6
2/15/2016,general-gate1,2,1,1,1,,,2
2/15/2016,general-gate2,2,1,1,1,,,2
2/15/2016,general-gate3,,,,,,,2
2/15/2016,general-gate4,2,,1,,,,2
2/15/2016,general-gate5,1,,,1,,,4
2/15/2016,general-gate7,2,,2,1,1,1,6
2/15/2016,ranger-base,,,,,,,6
2/15/2016,ranger-stop0,2,1,1,1,,,3
2/15/2016,ranger-stop1,,,,,,,2
2/15/2016,ranger-stop2,2,1,1,1,,,3
2/15/2016,ranger-stop3,,,,,,,4
2/15/2016,ranger-stop4,,,,,,,4
2/15/2016,ranger-stop5,,,,,,,4
2/15/2016,ranger-stop6,,,,,,,7
2/15/2016,ranger-stop7,,,,,,,2
2/16/2016,camping2,,,,,,,2
2/16/2016,camping7,,2,,,,,
2/16/2016,camping8,,,,,,,3
2/16/2016,entrance0,,1,1,,1,1,
2/16/2016,entrance1,2,4,2,1,,,
2/16/2016,entrance2,1,3,,1,2,,
2/16/2016,entrance3,2,2,,2,,,
2/16/2016,entrance4,1,2,1,2,1,1,
2/16/2016,gate3,,,,2,,,4
2/16/2016,gate4,,,,,,,2
2/16/2016,gate5,,,,2,,,4
2/16/2016,gate6,,,,2,,,2
2/16/2016,gate8,,,,,,,4
2/16/2016,general-gate1,2,3,1,1,1,1,
2/16/2016,general-gate2,2,3,1,1,1,1,
2/16/2016,general-gate3,,,,,,,1
2/16/2016,general-gate4,1,3,2,1,,,
2/16/2016,general-gate5,1,2,1,3,,1,5
2/16/2016,general-gate6,,2,,,,,
2/16/2016,general-gate7,2,4,2,1,,,2
2/16/2016,ranger-base,,,,,,,4
2/16/2016,ranger-stop0,2,3,1,1,1,1,
2/16/2016,ranger-stop2,2,3,1,1,1,1,
2/16/2016,ranger-stop3,,,,2,,,4
2/16/2016,ranger-stop5,,,,,,,2
2/16/2016,ranger-stop6,,,,2,,,4
2/17/2016,camping7,2,,,,,,2
2/17/2016,camping8,,,,,,,1
2/17/2016,entrance0,1,2,,,2,,
2/17/2016,entrance1,,1,2,,,,
2/17/2016,entrance2,3,1,1,1,1,,
2/17/2016,entrance3,,1,1,1,1,,
2/17/2016,entrance4,,1,,2,,,
2/17/2016,gate2,,,,,,,2
2/17/2016,gate3,,,,,,,4
2/17/2016,gate4,,,,,,,2
2/17/2016,gate5,,,,,,,6
2/17/2016,gate6,,,,,,,6
2/17/2016,gate7,,,,,,,4
2/17/2016,gate8,,,,,,,8
2/17/2016,general-gate1,1,2,1,1,1,,4
2/17/2016,general-gate2,1,2,1,1,1,,4
2/17/2016,general-gate3,,,,,,,1
2/17/2016,general-gate4,,1,1,,,,4
2/17/2016,general-gate5,,1,,1,,,7
2/17/2016,general-gate6,2,,,,,,2
2/17/2016,general-gate7,,1,2,,,,7
2/17/2016,ranger-base,,,,,,,8
2/17/2016,ranger-stop0,1,2,1,1,1,,6
2/17/2016,ranger-stop1,,,,,,,2
2/17/2016,ranger-stop2,1,2,1,1,1,,6
2/17/2016,ranger-stop3,,,,,,,4
2/17/2016,ranger-stop4,,,,,,,6
2/17/2016,ranger-stop5,,,,,,,2
2/17/2016,ranger-stop6,,,,,,,8
2/17/2016,ranger-stop7,,,,,,,4
2/18/2016,camping1,,2,,,,,
2/18/2016,camping2,,,,,,,2
2/18/2016,entrance0,2,2,2,1,,,
2/18/2016,entrance1,3,3,,1,1,,
2/18/2016,entrance2,,3,1,2,,1,
2/18/2016,entrance3,1,,1,,1,2,
2/18/2016,entrance4,,1,2,,,1,
2/18/2016,gate2,,,,,,,2
2/18/2016,gate5,,,,,,,2
2/18/2016,gate6,,,,,,,2
2/18/2016,gate8,,,,,,,2
2/18/2016,general-gate1,,2,3,2,,2,
2/18/2016,general-gate2,,2,3,2,,2,
2/18/2016,general-gate4,2,3,,1,,,
2/18/2016,general-gate5,,1,2,,,1,
2/18/2016,general-gate7,3,3,,1,1,,2
2/18/2016,ranger-base,,,,,,,2
2/18/2016,ranger-stop0,,2,3,2,,2,
2/18/2016,ranger-stop1,,,,,,,4
2/18/2016,ranger-stop2,,2,3,2,,2,
2/18/2016,ranger-stop6,,,,,,,2
2/19/2016,camping6,,,,,,,2
2/19/2016,camping7,,,2,,,,
2/19/2016,camping8,,,,,,,1
2/19/2016,entrance0,1,,1,,1,,
2/19/2016,entrance1,1,,1,1,2,,
2/19/2016,entrance2,2,,,1,2,,
2/19/2016,entrance3,2,1,1,2,1,,
2/19/2016,entrance4,1,,1,,,,
2/19/2016,gate3,,,,,,,2
2/19/2016,gate4,,,,,,,2
2/19/2016,gate5,,,,,,,2
2/19/2016,gate8,,,,,,,4
2/19/2016,general-gate1,2,,1,1,2,,
2/19/2016,general-gate2,1,,1,1,2,,
2/19/2016,general-gate3,,,,,,,1
2/19/2016,general-gate4,1,,1,,2,,
2/19/2016,general-gate5,,,1,,,,1
2/19/2016,general-gate6,,,2,,,,
2/19/2016,general-gate7,1,,1,1,2,,
2/19/2016,ranger-base,,,,,,,4
2/19/2016,ranger-stop0,1,,1,1,2,,
2/19/2016,ranger-stop2,2,,1,1,2,,
2/19/2016,ranger-stop3,,,,,,,2
2/19/2016,ranger-stop5,,,,,,,2
2/19/2016,ranger-stop6,,,,,,,2
2/20/2016,camping5,,1,,,,,
2/20/2016,entrance0,1,1,,,1,,
2/20/2016,entrance1,2,1,1,,,,
2/20/2016,entrance2,1,1,1,2,,,
2/20/2016,entrance3,2,2,2,2,1,,
2/20/2016,entrance4,3,2,2,,,,
2/20/2016,gate3,,,,,,,6
2/20/2016,gate5,,,,,,,6
2/20/2016,gate6,,,,,,,6
2/20/2016,gate7,,,,,,,6
2/20/2016,gate8,,,,,,,6
2/20/2016,general-gate1,3,3,3,2,,,
2/20/2016,general-gate2,4,3,3,2,,,
2/20/2016,general-gate4,2,2,1,,,,
2/20/2016,general-gate5,3,2,2,,,,6
2/20/2016,general-gate7,2,2,1,,,,
2/20/2016,ranger-base,,,,,,,6
2/20/2016,ranger-stop0,4,3,3,2,,,
2/20/2016,ranger-stop2,3,3,3,2,,,
2/20/2016,ranger-stop3,,,,,,,6
2/20/2016,ranger-stop6,,,,,,,6
2/20/2016,ranger-stop7,,,,,,,6
2/21/2016,camping3,,2,,,,,2
