,CarType,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
8/3/2015,5,,,,,,,,,,3,2,1,4,5,,,,,,,,,,,5,6,,1,5,,2,,6,,5,,,,,
8/3/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/3/2015,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
8/4/2015,1,8,,11,16,3,16,11,5,10,20,12,13,25,26,,,,,,,,,,,43,43,2,40,31,5,56,,43,,43,,,,,
8/4/2015,2,1,,3,4,5,5,5,3,4,12,9,13,11,11,,,,,,,,,,,24,24,1,19,10,3,23,,24,,24,,,,,
8/4/2015,3,,2,1,2,6,4,5,6,7,5,7,7,11,7,,,,,,,,,,2,20,20,,11,10,6,14,,20,,20,,,,,
8/4/2015,4,,,,,,,,,,5,2,1,3,1,,,,2,,2,2,,,,2,2,,2,3,,2,,2,,2,2,,,2,
8/4/2015,5,,,,,,,,,,1,3,4,2,2,,,,,,,,,,,2,2,,2,,,3,,2,,2,,,,,
8/4/2015,2P,4,,,,,,,,,,,,,,2,2,,2,,1,1,,6,,3,5,,2,5,,2,6,7,,4,2,2,,1,
8/5/2015,1,3,,5,2,4,10,11,6,11,14,14,19,26,13,,,,,,,,,,,36,36,1,22,20,6,34,,36,,36,,,,,
8/5/2015,2,,,1,,4,9,7,3,5,6,7,7,12,15,,,,,,,,,,,19,19,1,15,15,3,21,,19,,19,,,,,
8/5/2015,3,,,3,2,3,5,2,2,4,7,8,6,9,7,,,,,,,,,,,21,21,,13,11,2,17,,21,,21,,,,,
8/5/2015,4,,,,,,,,,,1,3,3,4,5,,,,,,,,,,,4,4,,1,3,,3,,4,,4,,,,,
8/5/2015,5,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
8/5/2015,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
8/5/2015,2P,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,2,2,,2,2,3,,3,,2,,,
8/6/2015,1,5,2,8,12,4,11,9,8,13,14,16,18,22,21,,,,,,,,,,2,42,41,3,30,24,8,45,,42,,42,,,,,
8/6/2015,2,1,,2,6,6,1,3,1,4,9,8,8,8,9,,,,,,,,,,,15,15,,13,6,1,18,,15,,15,,,,,
8/6/2015,3,1,4,2,1,,1,6,8,5,9,4,7,8,8,,,,,,,,,,2,18,18,1,7,10,8,9,,18,,18,,,,,
8/6/2015,4,,,,,,,,,,3,2,3,2,2,,,,,,,,,,,3,3,,1,1,,2,,3,,3,,,,,
8/6/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/6/2015,6,,,,,,,,,,,2,1,3,,,,,,,,,,,,1,1,,,,,2,,1,,1,,,,,
8/6/2015,2P,,,,,,,,2,1,,,,,,,,,4,4,6,4,2,8,,2,4,1,2,7,2,4,8,5,,3,4,4,4,6,2
8/7/2015,1,4,2,7,16,16,10,7,13,23,26,13,14,34,22,,,,,,,,,,1,54,55,1,32,29,13,53,,54,,54,,,,,
8/7/2015,2,5,,6,6,7,9,6,6,8,19,14,14,26,18,,,,,,,,,,,36,36,,27,20,6,40,,36,,36,,,,,
8/7/2015,3,3,,,4,3,2,7,9,3,7,9,8,13,6,,,,,,,,,,,21,21,1,13,17,9,17,,21,,21,,,,,
8/7/2015,4,,,,,,,,,,1,3,2,3,3,,,,,,,,,,,5,5,,2,3,,3,,5,,5,,,,,
8/7/2015,5,,,,,,,,,,3,2,4,2,2,,,,,,,,,,,4,4,,2,1,,3,,4,,4,,,,,
8/7/2015,6,,,,,,,,,,1,,2,2,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/7/2015,2P,,,,,,,,,,,,,,,1,1,2,2,,1,1,,2,,1,1,,,1,,1,2,3,2,3,2,,,1,
8/8/2015,1,6,,18,16,12,15,7,14,20,31,15,29,30,26,,,,,,,,,,,57,57,5,48,32,14,67,,57,,57,,,,,
8/8/2015,2,3,,3,5,4,10,5,5,1,6,10,8,16,8,,,,,,,,,,,19,19,,15,13,5,27,,19,,19,,,,,
8/8/2015,3,2,6,,1,3,4,1,1,2,5,3,7,6,6,,,,,,,,,,3,13,13,1,10,7,1,12,,13,,13,,,,,
8/8/2015,4,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2015,5,,,,,,,,,,2,5,2,1,3,,,,,,,,,,,3,3,,3,2,,4,,3,,3,,,,,
8/8/2015,6,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
8/8/2015,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,4,,2,2,2,2,4,,3,4,3,2,3,4,2,4,5,2
8/9/2015,1,3,1,14,16,16,19,12,7,15,21,22,28,30,23,,,,,,,,,,1,63,63,,60,32,7,79,,63,,63,,,,,
8/9/2015,2,7,,3,2,6,6,,7,4,13,6,10,10,5,,,,,,,,,,,16,16,1,16,7,7,27,,16,,16,,,,,
8/9/2015,3,4,2,3,1,3,8,12,3,4,7,7,10,11,8,,,,,,,,,,1,23,23,,15,14,3,21,,23,,23,,,,,
8/9/2015,4,,,,,,,,,,4,4,4,3,3,,,,,,,,,,,5,5,,3,2,,4,,5,,5,,,,,
8/9/2015,5,,,,,,,,,,2,1,3,1,3,,,,,,,,,,,4,4,,1,2,,1,,4,,4,,,,,
8/9/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/9/2015,2P,,,,,2,,4,,,,,,,,,,,4,,6,6,2,6,,,,,,4,,4,6,,,,4,2,,6,2
8/10/2015,1,1,2,13,11,16,12,4,8,17,20,19,19,28,20,,,,,,,,,,1,42,42,3,41,23,8,56,,42,,42,,,,,
8/10/2015,2,2,,5,9,6,4,4,1,5,13,7,11,8,14,,,,,,,,,,,25,25,,24,16,1,27,,25,,25,,,,,
8/10/2015,3,,2,2,5,4,6,6,5,5,8,5,9,14,4,,,,,,,,,,1,22,22,1,14,13,5,21,,22,,22,,,,,
8/10/2015,4,,,,,,,,,,,1,1,2,4,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
8/10/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/10/2015,2P,,,,,2,,,,1,,,,,,,,2,2,4,6,6,2,8,,2,2,1,2,3,,7,8,3,2,3,2,4,4,8,2
8/11/2015,1,4,2,3,12,10,11,10,9,17,16,15,24,28,19,,,,,,,,,,1,45,45,1,32,26,9,49,,45,,45,,,,,
8/11/2015,2,1,,2,4,8,4,5,4,5,15,8,12,12,15,,,,,,,,,,,22,22,2,17,14,4,23,,22,,22,,,,,
8/11/2015,3,1,,2,4,3,4,7,5,2,5,7,10,14,3,,,,,,,,,,,16,16,,12,8,5,21,,16,,16,,,,,
8/11/2015,4,,,,,,,,,,3,2,1,4,2,,,,,,,,,,,3,3,,1,2,,2,,3,,3,,,,,
8/11/2015,5,,,,,,,,,,2,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
8/11/2015,6,,,,,,,,,,1,2,2,1,4,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
8/11/2015,2P,,,2,,,,,,2,,,,,,,,4,6,6,6,6,4,8,,4,8,2,4,8,,8,8,10,4,8,6,4,6,8,4
8/12/2015,1,3,,9,11,14,8,14,8,13,11,16,21,30,17,,,,,,,,,,,51,51,2,35,29,8,48,,51,,51,,,,,
8/12/2015,2,3,,3,4,4,4,1,2,3,7,7,7,6,10,,,,,,,,,,,20,20,,15,11,2,19,,20,,20,,,,,
8/12/2015,3,3,,3,4,3,1,4,3,1,7,2,4,8,7,,,,,,,,,,,15,15,,13,10,3,16,,15,,15,,,,,
8/12/2015,4,,,,,,,,,,2,3,3,2,4,,,,,,,,,,,5,5,,3,3,,3,,5,,5,,,,,
8/12/2015,5,,,,,,,,,,3,2,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
8/12/2015,6,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
8/12/2015,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,4,,2,2,2,2,4,,3,4,3,2,3,4,2,4,5,2
8/13/2015,1,3,,6,8,14,11,4,2,8,10,14,12,23,22,,,,,,,,,,,28,28,4,25,23,2,43,,28,,28,,,,,
8/13/2015,2,4,,1,4,3,2,,4,2,4,4,9,12,7,,,,,,,,,,,14,14,1,10,8,4,18,,14,,14,,,,,
8/13/2015,3,1,2,1,,5,,10,1,4,7,5,4,6,4,,,,,,,,,,1,13,13,1,6,9,1,8,,13,,13,,,,,
8/13/2015,4,,,,,,,,,,,1,2,2,,,,,,,,,,,,3,3,,1,,,1,,3,,3,,,,,
8/13/2015,5,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
8/13/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,3,,3,2,3,2,3,2,2,2,3,2
8/14/2015,1,10,,5,6,15,8,13,9,19,20,15,16,33,21,,,,,,,,,,,44,44,2,31,30,9,50,,44,,44,,,,,
8/14/2015,2,5,,4,4,7,5,5,5,8,15,17,14,13,12,,,,,,,,,,,32,32,1,28,16,5,34,,32,,32,,,,,
8/14/2015,3,,,3,2,6,4,4,2,2,7,7,6,9,9,,,,,,,,,,,16,16,1,12,11,2,15,,16,,16,,,,,
8/14/2015,4,,,,,,,,,,1,1,3,1,3,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/14/2015,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2015,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/14/2015,2P,,,,,,,,2,,,,,,,,,,2,2,4,2,2,4,,,,,,2,2,,4,,,,2,,2,4,2
8/15/2015,1,3,2,17,7,9,15,12,7,15,15,18,23,35,20,,,,,,,,,,2,53,53,3,32,29,7,53,,53,,53,,,,,
8/15/2015,2,5,,6,1,5,3,6,1,2,10,10,10,13,11,,,,,,,,,,,16,16,1,17,9,1,22,,16,,16,,,,,
8/15/2015,3,2,,6,2,5,3,4,1,10,12,6,10,15,7,,,,,,,,,,,21,21,3,15,11,1,22,,21,,21,,,,,
8/15/2015,4,,,,,,,,,,2,2,1,,5,,,,,,,,,,,4,4,,2,4,,2,,4,,4,,,,,
8/15/2015,5,,,,,,,,,,1,1,2,3,1,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
8/15/2015,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2015,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
8/16/2015,1,10,4,13,7,10,15,14,7,9,18,17,21,29,20,,,,,,,,,,4,49,49,1,39,24,7,58,,49,,49,,,,,
8/16/2015,2,1,2,5,5,1,7,3,6,5,11,5,14,10,14,,,,,,,,,,,22,22,1,17,12,6,23,,22,,22,,,,,
8/16/2015,3,2,,8,4,1,4,4,5,5,10,5,7,15,7,,,,,,,,,,,20,20,,13,10,5,19,,20,,20,,,,,
8/16/2015,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2015,5,,,,,,,,,,,1,4,3,2,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
8/16/2015,2P,,,2,,,,,,,,,,,,,,,4,2,4,4,2,8,,4,4,,4,8,,6,8,6,,6,4,4,2,4,2
8/17/2015,1,4,2,4,11,7,6,3,9,6,12,14,19,27,14,,,,,,,,,,1,39,39,,27,18,9,42,,39,,39,,,,,
8/17/2015,2,2,2,4,4,9,1,1,,1,6,2,9,17,6,,,,,,,,,,2,17,17,1,9,7,,20,,17,,17,,,,,
8/17/2015,3,2,,4,2,5,2,1,2,7,10,10,8,6,8,,,,,,,,,,,12,12,4,13,7,2,17,,12,,12,,,,,
8/17/2015,4,,,,,,,,,,3,2,3,3,3,,,,,,,,,,,4,4,,2,2,,2,,4,,4,,,,,
8/17/2015,5,,,,,,,,,,,2,4,2,2,,,,,,,,,,,4,4,,2,1,,2,,4,,4,,,,,
8/17/2015,2P,,,,2,,,,,2,,,,,,1,1,2,6,4,5,3,2,6,,3,5,2,2,5,,4,6,6,2,4,6,2,4,6,2
8/18/2015,1,2,4,6,13,17,16,12,8,5,26,19,19,29,14,,,,,,,,,,4,48,48,1,34,26,8,53,,48,,48,,,,,
8/18/2015,2,3,,8,2,3,6,4,1,7,12,12,11,12,19,,,,,,,,,,,22,22,2,20,15,1,29,,22,,22,,,,,
8/18/2015,3,4,,5,,2,4,3,1,1,9,6,6,10,4,,,,,,,,,,,12,12,,9,6,1,17,,12,,12,,,,,
8/18/2015,4,,,,,,,,,,3,1,3,2,4,,,,,,,,,,,6,7,,1,4,,1,,7,,7,,,,,
8/18/2015,5,,,,,,,,,,2,,2,,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
8/18/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
8/19/2015,1,4,,8,11,17,15,9,13,9,19,22,21,34,20,,,,,,,,,,,44,44,3,39,28,13,61,,44,,44,,,,,
8/19/2015,2,2,,2,3,3,4,2,4,1,6,9,6,9,7,,,,,,,,,,,16,16,,14,10,4,18,,16,,16,,,,,
8/19/2015,3,1,,2,,3,4,2,4,7,1,5,6,8,5,,,,,,,,,,,14,14,1,10,9,4,15,,14,,14,,,,,
8/19/2015,4,,,,,,,,,,4,3,4,4,4,,,,,,,,,,,9,8,,2,4,,3,,8,,8,,,,,
8/19/2015,5,,,,,,,,,,3,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
8/19/2015,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
8/19/2015,2P,,,,,,,,,1,,,,,,,,,2,2,4,2,,4,,,,1,,1,,2,4,,,,2,2,2,4,
8/20/2015,1,3,2,2,6,9,18,6,6,7,12,11,15,21,14,,,,,,,,,,2,38,38,2,31,21,6,46,,38,,38,,,,,
8/20/2015,2,7,,1,4,4,7,,4,4,13,5,8,8,7,,,,,,,,,,,15,15,1,15,8,4,23,,15,,15,,,,,
8/20/2015,3,1,,3,6,1,7,5,,3,7,6,9,13,6,,,,,,,,,,,16,16,,11,6,,19,,16,,16,,,,,
8/20/2015,4,,,,,,,,,,3,1,2,3,1,,,,2,,2,2,,,,3,3,,1,3,,1,,3,,3,2,,,2,
8/20/2015,6,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/20/2015,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
8/21/2015,1,2,,5,11,10,14,17,2,23,21,15,17,24,22,,,,,,,,,,,42,42,4,30,28,2,46,,42,,42,,,,,
8/21/2015,2,1,,4,3,6,6,3,9,3,7,13,9,19,11,,,,,,,,,,,25,25,1,14,19,9,25,,25,,25,,,,,
8/21/2015,3,,,4,4,5,3,3,2,4,6,5,11,8,5,,,,,,,,,,,17,17,1,14,8,2,18,,17,,17,,,,,
8/21/2015,4,,,,,,,,,,3,4,5,2,4,,,,,,,,,,,3,3,,3,1,,4,,3,,3,,,,,
8/21/2015,5,,,,,,,,,,1,,1,2,2,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
8/21/2015,6,,,,,,,,,,,1,4,3,2,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
8/21/2015,2P,,,,,2,,,,,,,,,,1,1,4,,,4,4,,8,,4,4,,2,4,,6,8,6,6,6,,4,,5,
8/22/2015,1,9,,6,8,14,10,11,7,10,18,15,16,25,21,,,,,,,,,,,40,40,2,34,28,7,54,,40,,40,,,,,
8/22/2015,2,2,,4,6,8,8,4,4,6,7,8,16,16,13,,,,,,,,,,,25,25,3,14,13,4,23,,25,,25,,,,,
8/22/2015,3,1,5,3,2,3,6,,1,6,6,1,9,13,6,,,,,,,,,,3,17,17,1,8,6,1,16,,17,,17,,,,,
8/22/2015,4,,,,,,,,,,2,5,3,3,3,,,,,,,,,,,4,4,,3,2,,5,,4,,4,,,,,
8/22/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/22/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/22/2015,2P,,,,,,,,,1,,,,,,,,2,6,2,6,6,6,6,,2,2,1,2,7,,3,6,3,2,3,6,2,2,7,6
8/23/2015,1,7,2,9,16,12,9,8,9,4,14,21,20,35,21,,,,,,,,,,2,46,46,,31,24,9,49,,46,,46,,,,,
8/23/2015,2,6,,6,10,8,6,5,2,6,10,11,15,16,10,,,,,,,,,,,24,24,1,29,11,2,41,,24,,24,,,,,
8/23/2015,3,2,,5,2,4,5,2,4,4,5,8,10,6,13,,,,,,,,,,,21,21,1,17,12,4,20,,21,,21,,,,,
8/23/2015,4,,,,,,,,,,3,2,3,1,3,,,,,,,,,,,4,4,,2,2,,2,,4,,4,,,,,
8/23/2015,5,,,,,,,,,,3,4,2,2,1,,,,,,,,,,,3,3,,4,1,,4,,3,,3,,,,,
8/23/2015,2P,,,,2,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,2,2,,,,,,,2,
8/24/2015,1,8,,9,16,6,12,11,9,15,22,19,10,27,18,,,,,,,,,,,43,43,2,36,27,9,53,,43,,43,,,,,
8/24/2015,2,5,,8,9,3,14,3,3,3,12,4,12,14,13,,,,,,,,,,,24,24,1,25,15,3,39,,24,,24,,,,,
8/24/2015,3,1,1,1,2,4,1,2,9,6,9,10,3,7,8,,,,,,,,,,1,19,19,,15,13,9,17,,19,,19,,,,,
8/24/2015,4,,,,,,,,,,2,3,4,4,3,,,,,,,,,,,3,3,,1,1,,3,,3,,3,,,,,
8/24/2015,5,,,,,,,,,,2,3,,3,2,,,,,,,,,,,2,2,,2,2,,3,,2,,2,,,,,
8/24/2015,2P,2,,,,,,,,1,,,,,,2,2,,2,2,4,2,,4,,,,1,,1,,,4,,,,2,,2,4,
8/25/2015,1,1,2,8,14,15,13,10,8,7,18,13,19,26,16,,,,,,,,,,1,44,44,1,37,26,8,55,,44,,44,,,,,
8/25/2015,2,6,,3,7,8,8,4,2,6,6,13,14,12,15,,,,,,,,,,,27,27,2,24,15,2,34,,27,,27,,,,,
8/25/2015,3,1,,3,,5,1,,1,5,7,5,2,3,9,,,,,,,,,,,9,9,,9,8,1,11,,9,,9,,,,,
8/25/2015,4,,,,,,,,,,1,2,4,1,2,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
8/25/2015,5,,,,,,,,,,2,2,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
8/25/2015,2P,,,,2,,4,,,1,,,,,,,,4,2,2,4,4,2,6,,2,4,1,2,5,,7,6,5,4,7,2,2,2,5,2
8/26/2015,1,4,2,10,15,5,12,10,7,15,14,14,20,29,25,,,,,,,,,,,45,45,4,35,28,7,52,,45,,45,,,,,
8/26/2015,2,3,,6,4,6,8,2,4,6,8,7,9,12,16,,,,,,,,,,,21,21,1,21,16,4,28,,21,,21,,,,,
8/26/2015,3,5,,4,4,4,3,1,5,5,11,8,6,17,7,,,,,,,,,,,16,16,2,14,11,5,24,,16,,16,,,,,
8/26/2015,4,,,,,,,,,,4,2,1,2,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
8/26/2015,5,,,,,,,,,,1,1,3,3,2,,,,,,,,,,,5,5,,1,2,,1,,5,,5,,,,,
8/26/2015,2P,,,,,2,,,,4,,,,,,,,2,8,4,10,8,4,8,,,,2,,6,,4,8,,4,,8,,4,10,4
8/27/2015,1,4,,3,12,14,11,10,9,10,13,14,26,20,18,,,,,,,,,,,37,37,2,31,18,9,47,,37,,37,,,,,
8/27/2015,2,4,,8,8,7,10,4,4,8,13,16,12,16,11,,,,,,,,,,,31,31,1,29,14,4,39,,31,,31,,,,,
8/27/2015,3,1,1,3,1,3,1,3,,4,7,3,6,3,4,,,,,,,,,,,10,10,,10,5,,11,,10,,10,,,,,
8/27/2015,4,,,,,,,,,,1,2,2,1,,,,,,,,,,,,2,2,,1,,,2,,2,,2,,,,,
8/27/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/27/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/27/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,2,2,1,2,3,,2,4,3,,3,2,2,2,2,
8/28/2015,1,7,,9,4,7,12,12,7,6,17,21,13,26,19,,,,,,,,,,,43,43,1,33,29,7,50,,43,,43,,,,,
8/28/2015,2,3,,2,5,8,14,2,4,8,8,14,13,11,12,,,,,,,,,,,25,25,2,26,15,4,37,,25,,25,,,,,
8/28/2015,3,2,1,1,5,3,9,1,5,2,11,5,9,12,6,,,,,,,,,,1,18,18,,20,9,5,25,,18,,18,,,,,
8/28/2015,4,,,,,,,,,,3,2,3,2,2,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
8/28/2015,5,,,,,,,,,,2,2,,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
8/28/2015,2P,,,2,,,2,,,,,,,,,,,,,2,3,5,,4,,1,1,,1,1,,7,4,1,,2,,4,2,6,
8/29/2015,1,4,2,7,11,7,11,9,6,15,8,19,25,23,11,,,,,,,,,,,36,36,2,28,14,6,46,,36,,36,,,,,
8/29/2015,2,1,2,8,6,9,8,5,8,9,12,10,19,13,14,,,,,,,,,,1,25,25,3,23,11,8,34,,25,,25,,,,,
8/29/2015,3,,,1,3,2,2,4,6,2,6,4,2,10,7,,,,,,,,,,,17,17,,9,13,6,11,,17,,17,,,,,
8/29/2015,4,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,4,4,,2,3,,2,,4,,4,,,,,
8/29/2015,5,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/29/2015,6,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
8/29/2015,2P,,,,2,,2,,,2,,,,,,1,1,2,,,3,3,,2,,1,1,,,1,,3,2,1,2,1,,,,3,
8/30/2015,1,10,,12,8,10,15,20,9,7,25,18,26,24,14,,,,,,,,,,,52,52,2,40,29,9,53,,52,,52,,,,,
8/30/2015,2,2,,3,8,8,7,5,5,8,14,12,8,15,10,,,,,,,,,,,28,28,,20,18,5,30,,28,,28,,,,,
8/30/2015,3,,1,1,5,8,8,7,,5,9,8,8,8,7,,,,,,,,,,,20,20,1,19,10,,24,,20,,20,,,,,
8/30/2015,4,,,,,,,,,,,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
8/30/2015,5,,,,,,,,,,1,3,2,2,2,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
8/30/2015,2P,,,,,,,2,,1,,,,,,,,,4,2,4,2,2,8,,2,4,1,2,7,,2,8,5,,3,4,2,2,4,2
8/31/2015,1,7,2,13,12,4,11,10,8,10,20,21,21,30,15,,,,,,,,,,1,38,38,3,29,22,8,48,,38,,38,,,,,
8/31/2015,2,4,,2,3,4,6,1,5,5,10,11,11,11,8,,,,,,,,,,,22,22,,17,11,5,27,,22,,22,,,,,
8/31/2015,3,1,1,,1,4,2,1,,2,1,4,7,6,6,,,,,,,,,,,13,13,,10,6,,12,,13,,13,,,,,
8/31/2015,4,,,,,,,,,,3,7,5,5,,,,,,,,,,,,5,5,,5,,,7,,5,,5,,,,,
8/31/2015,5,,,,,,,,,,2,2,1,,2,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
8/31/2015,6,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/31/2015,2P,,,,,,,2,,1,,,,,,,,2,6,2,4,4,4,6,,2,2,1,2,7,,3,6,3,2,3,6,2,2,5,4
9/1/2015,1,13,,14,7,21,19,17,16,26,29,25,33,66,34,,,,6,2,6,4,2,4,,85,85,4,57,55,16,89,4,85,,85,6,,2,6,2
9/1/2015,1,11,,9,1,15,6,6,10,15,13,13,18,33,14,,,,,,,,,,,47,47,1,33,24,10,51,,47,,47,,,,,
9/1/2015,2,1,,4,3,4,7,1,2,5,12,6,4,11,10,,,,,,,,,,,18,18,,15,10,2,21,,18,,18,,,,,
9/1/2015,3,1,,1,3,2,6,10,4,5,,4,9,14,7,,,,,,,,,,,15,15,2,7,13,4,15,,15,,15,,,,,
9/1/2015,4,,,,,,,,,,1,,1,5,1,,,,2,,2,2,,,,2,2,,,3,,,,2,,2,2,,,2,
9/1/2015,5,,,,,,,,,,2,2,1,3,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
9/1/2015,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
9/1/2015,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
9/2/2015,1,1,,6,13,7,6,1,5,12,13,15,11,17,12,,,,,,,,,,,32,32,1,24,16,5,33,,32,,32,,,,,
9/2/2015,2,1,,3,3,5,2,,4,3,10,12,5,6,4,,,,,,,,,,,10,10,,14,4,4,16,,10,,10,,,,,
9/2/2015,3,2,,2,1,3,1,5,,1,4,6,9,3,1,,,,,,,,,,,10,10,,10,2,,11,,10,,10,,,,,
9/2/2015,4,,,,,,,,,,1,3,1,3,2,,,,,,,,,,,3,3,,2,2,,3,,3,,3,,,,,
9/2/2015,5,,,,,,,,,,,2,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
9/2/2015,6,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
9/2/2015,2P,,,,,,,,,1,,,,,,,,4,4,2,6,6,4,6,,2,2,1,2,5,,5,6,3,4,3,4,2,2,7,4
9/3/2015,1,5,,6,8,8,8,13,2,6,16,13,16,20,12,,,,,,,,,,,30,30,,27,16,2,38,,30,,30,,,,,
9/3/2015,2,1,,2,2,4,1,4,3,4,8,5,6,9,7,,,,,,,,,,,14,14,,7,8,3,11,,14,,14,,,,,
9/3/2015,3,4,,1,4,4,3,3,3,6,4,5,3,9,7,,,,,,,,,,,14,14,1,14,10,3,19,,14,,14,,,,,
9/3/2015,4,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
9/3/2015,5,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/3/2015,6,,,,,,,,,,4,1,1,2,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/3/2015,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
