date,day,CarType,Total,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
2/22/2016,298,6,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/22/2016,298,2P,91,,,,,,,,2,1,,,,,,,,2,6,4,4,4,4,8,,2,2,1,2,7,2,3,8,3,2,3,6,2,4,5,4
2/23/2016,299,1,33,,,,2,,,,,1,,1,1,3,2,,,,,,,,,,,4,4,,2,2,,3,,4,,4,,,,,
2/23/2016,299,2,13,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
2/23/2016,299,3,29,,,,,,,,,,1,2,3,1,1,,,,,,,,,,,4,4,,2,1,,2,,4,,4,,,,,
2/23/2016,299,4,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
2/23/2016,299,5,18,,,,,,,,,,,1,1,1,3,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
2/23/2016,299,6,11,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
2/23/2016,299,2P,57,,,,,,,,,3,,,,,,,,,2,2,4,,,8,,2,2,1,2,5,,2,8,3,,3,2,2,2,4,
2/24/2016,300,1,32,,,,,,,,,,3,4,2,2,1,,,,,,,,,,,3,3,,3,1,,4,,3,,3,,,,,
2/24/2016,300,2,18,,,,,,,,,,1,,1,3,3,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
2/24/2016,300,3,20,,,,,1,,,,,1,3,2,1,,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
2/24/2016,300,4,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/24/2016,300,5,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/24/2016,300,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
2/25/2016,301,1,53,,,,,,,2,,,3,2,5,4,2,,,,,,,,,,,7,7,,2,3,,2,,7,,7,,,,,
2/25/2016,301,2,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
2/25/2016,301,3,16,,,,,1,,,,,2,,1,1,1,,,,,,,,,,,2,2,,,1,,1,,2,,2,,,,,
2/25/2016,301,4,16,,,,,,,,,,1,,1,1,3,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
2/25/2016,301,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2016,301,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2016,301,2P,97,2,,,,,,,,1,,,,,,2,2,,6,2,6,4,2,8,,4,4,1,3,7,,4,8,6,,5,6,4,2,6,2
2/26/2016,302,1,12,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,
2/26/2016,302,2,23,2,,,,,,,,,2,,,4,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
2/26/2016,302,3,17,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
2/26/2016,302,5,11,,,,,,,,,,1,1,1,3,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
2/26/2016,302,2P,49,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,3,,3,2,3,2,3,2,2,2,3,2
2/27/2016,303,1,9,,,,,1,,,,,1,,1,1,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
2/27/2016,303,2,23,,,,,,,2,,,1,1,,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
2/27/2016,303,3,27,,,,,,,,,,2,1,3,1,1,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
2/27/2016,303,4,23,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,3,3,,,2,,1,,3,,3,,,,,
2/27/2016,303,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2016,303,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
2/27/2016,303,2P,71,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,4,,4,4,1,4,5,,5,4,6,2,6,2,4,2,3,2
2/28/2016,304,1,57,,,,,,,2,,,1,3,4,3,5,,,,,,,,,,,7,7,,3,5,,3,,7,,7,,,,,
2/28/2016,304,2,38,,,,,,,,,,3,2,4,1,5,,,,,,,,,,,4,4,,2,3,,2,,4,,4,,,,,
2/28/2016,304,3,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2016,304,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/28/2016,304,2P,82,,,,,,2,,,2,,,,,,,,2,4,4,6,4,2,6,,2,2,2,2,4,,5,6,3,2,3,4,2,4,7,2
2/29/2016,305,1,22,,,,,,,,,,2,1,1,,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
2/29/2016,305,2,14,,,,,,,,,,,,,2,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
2/29/2016,305,3,20,,,,,,,,2,,,1,,1,2,,,,,,,,,,,2,2,,1,2,2,1,,2,,2,,,,,
2/29/2016,305,4,10,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
2/29/2016,305,5,11,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
2/29/2016,305,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
3/1/2016,306,1,167,1,,,,2,,,,2,7,5,2,9,3,,,2,6,4,6,4,2,6,,11,9,2,9,11,,11,6,11,2,11,6,4,4,7,2
3/1/2016,306,1,30,1,,,,2,,,,,4,2,1,2,1,,,,,,,,,,,4,2,,3,1,,3,,2,,2,,,,,
3/1/2016,306,2,13,,,,,,,,,,2,1,,2,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
3/1/2016,306,3,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/1/2016,306,4,21,,,,,,,,,,1,2,,3,,,,,2,,2,2,,,,,,,1,2,,2,,,,,2,,,2,
3/1/2016,306,5,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/1/2016,306,2P,90,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,6,,4,4,2,4,6,,5,6,6,2,6,4,4,4,5,2
3/2/2016,307,1,25,,,,,1,,,,,1,1,1,3,2,,,,,,,,,,,3,3,,,2,,2,,3,,3,,,,,
3/2/2016,307,2,39,,,,2,,,,,,4,1,1,1,4,,,,,,,,,,,4,5,,2,4,,3,,4,,4,,,,,
3/2/2016,307,3,33,,,,,,,,,,4,2,1,,3,,,,,,,,,,,4,4,,2,3,,2,,4,,4,,,,,
3/2/2016,307,4,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3/2/2016,307,6,8,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/2/2016,307,2P,22,,,,,2,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,4,2,,,,,2,,2,2
3/3/2016,308,1,17,,,1,,,,,,,,,2,1,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/3/2016,308,2,31,,,,,,,,,,4,3,3,,3,,,,,,,,,,,3,2,,3,1,,3,,3,,3,,,,,
3/3/2016,308,3,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/3/2016,308,4,23,,,,,,,,,,1,3,,2,2,,,,,,,,,,,2,2,,2,2,,3,,2,,2,,,,,
3/3/2016,308,5,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
3/3/2016,308,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2016,308,2P,10,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,2,,,,,,,
3/4/2016,309,1,23,1,,1,,,,,,1,,,3,2,2,,,,,,,,,,,2,2,1,1,1,,2,,2,,2,,,,,
3/4/2016,309,2,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2016,309,3,12,,,,,,,,,,,,2,2,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
3/4/2016,309,4,14,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
3/4/2016,309,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/4/2016,309,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2016,309,2P,89,,,,,,,,,2,,,,,,,,2,6,4,6,2,2,6,,2,4,2,2,6,,3,6,6,2,5,6,2,4,7,2
3/5/2016,310,1,24,,,,,,,,,,1,3,1,,3,,,,,,,,,,,2,2,,3,2,,3,,2,,2,,,,,
3/5/2016,310,2,46,,,1,,,,,,,1,5,2,2,2,,,,,,,,,,,5,5,,5,2,,6,,5,,5,,,,,
3/5/2016,310,3,17,,,,,,,,,,1,1,,2,2,,,,,,,,,,,2,2,,,2,,1,,2,,2,,,,,
3/5/2016,310,5,12,,,,,,,,,,,1,1,2,2,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
3/5/2016,310,6,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
3/5/2016,310,2P,108,,,,,4,,4,,3,,,,,,,,2,2,2,7,7,2,8,,3,3,1,3,6,,10,8,4,2,5,2,8,2,8,2
3/6/2016,311,1,33,1,,,,2,,,,,2,1,2,2,2,,,,,,,,,,,4,4,,1,2,,2,,4,,4,,,,,
3/6/2016,311,2,21,,,,,,,,,,,1,4,2,,,,,,,,,,,,3,3,,1,,,1,,3,,3,,,,,
3/6/2016,311,3,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/6/2016,311,4,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2016,311,5,18,,,,,,,,,,,2,,,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
3/6/2016,311,2P,58,,,,,2,,,,1,,,,,,,,2,2,6,6,4,,6,,,,1,,1,,4,6,,2,,2,,6,7,
3/7/2016,312,1,13,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
3/7/2016,312,2,25,,,,,,,,,,3,3,2,,2,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
3/7/2016,312,3,6,,,,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2016,312,5,24,,,,,,,,,,2,3,1,3,1,,,,,,,,,,,2,2,,2,1,,3,,2,,2,,,,,
3/7/2016,312,2P,45,,,,2,2,,2,2,,,,,,,1,1,2,2,,3,3,,4,,1,1,,,1,2,3,4,1,2,1,2,,,3,
3/8/2016,313,1,30,2,,,,,,,,,,2,3,1,4,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
3/8/2016,313,2,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/8/2016,313,3,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2016,313,4,9,,,,,,,,,,2,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/8/2016,313,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2016,313,2P,78,,,,,,,,,2,,,,,,,,2,6,4,4,2,2,6,,2,2,2,2,6,,3,6,3,2,3,6,2,4,5,2
3/9/2016,314,1,17,,,,,,,,,,,1,2,1,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/9/2016,314,2,19,,,,,,,,,,1,2,,1,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
3/9/2016,314,3,18,,,,,,,2,,,,1,1,1,1,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
3/9/2016,314,4,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/9/2016,314,5,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/9/2016,314,2P,117,,,2,,2,,2,2,3,,,,,,1,1,2,2,2,7,5,2,8,,5,5,1,4,8,2,8,8,8,2,7,2,4,2,8,2
3/10/2016,315,1,50,2,,,,,,,,,2,1,1,5,5,,,,,,,,,,,6,6,,2,5,,3,,6,,6,,,,,
3/10/2016,315,2,43,,,,,,,,,,1,2,3,3,3,,,,,,,,,,,6,6,,2,3,,2,,6,,6,,,,,
3/10/2016,315,3,5,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
3/10/2016,315,4,8,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/10/2016,315,6,5,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/10/2016,315,2P,39,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
3/11/2016,316,1,25,1,,,,,,2,,1,,2,2,3,1,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
3/11/2016,316,2,23,,,,,,,,,,3,2,2,3,1,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
3/11/2016,316,3,14,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
3/11/2016,316,5,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/11/2016,316,6,3,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2016,316,2P,48,2,,,2,,,,,,,,,,,2,2,2,,,5,3,,6,,1,1,,,1,,2,6,3,2,3,,,,5,
3/12/2016,317,1,12,1,,,,,,,,,1,2,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
3/12/2016,317,2,20,,,,,,,,,,2,1,1,,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
3/12/2016,317,3,16,,,,,,,,,,1,3,,1,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
3/12/2016,317,4,10,,,,,,,,,,,1,2,,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
3/12/2016,317,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2016,317,2P,98,,,2,,2,,,,3,,,,,,1,1,2,2,2,3,3,2,6,,5,7,1,4,6,,6,6,9,2,9,2,4,2,4,2
3/13/2016,318,1,44,2,,,,,2,,,,2,1,3,1,5,,,,,,,,,,,4,4,,4,3,,5,,4,,4,,,,,
3/13/2016,318,2,25,,,,,,,,,,3,1,3,2,2,,,,,,,,,,,3,3,,,1,,1,,3,,3,,,,,
3/13/2016,318,4,28,,,,,,,,,,,3,1,4,2,,,,,,,,,,,3,3,,1,2,,3,,3,,3,,,,,
3/13/2016,318,5,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2016,318,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2016,318,2P,97,2,,,,,2,,,1,,,,,,2,2,2,4,4,6,4,,8,,4,4,1,3,5,,6,8,6,2,5,4,2,4,6,
3/14/2016,319,1,43,,,,,,,,2,,1,3,6,1,1,,,,,,,,,,,5,5,,3,1,2,3,,5,,5,,,,,
3/14/2016,319,2,16,,,,,,,,,,2,1,2,2,,,,,,,,,,,,2,2,,,,,1,,2,,2,,,,,
3/14/2016,319,3,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2016,319,4,15,,,,,,,,,,1,1,2,2,,,,,,,,,,,,2,2,,,,,1,,2,,2,,,,,
3/14/2016,319,5,12,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
3/14/2016,319,2P,37,,,,,2,,,2,2,,,,,,1,1,,,2,3,1,,4,,1,1,,,1,2,1,4,1,,1,,,2,5,
3/15/2016,320,1,23,2,,,,,,,,,,,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
3/15/2016,320,2,29,,,,,,,,,,2,1,1,1,3,,,,,,,,,,,4,4,,1,3,,1,,4,,4,,,,,
3/15/2016,320,3,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
3/15/2016,320,4,19,,,,,,,,,,1,,2,2,1,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
3/15/2016,320,5,13,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
3/15/2016,320,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/15/2016,320,2P,61,,,,,,,,,2,,,,,,,,2,4,4,5,3,,6,,1,1,2,,3,,2,6,1,2,2,4,,4,7,
3/16/2016,321,1,21,,,,,,,,,,2,1,3,2,,,,,,,,,,,,3,3,,,,,1,,3,,3,,,,,
3/16/2016,321,2,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/16/2016,321,3,23,,,,,,,2,,,1,,3,2,2,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
3/16/2016,321,4,4,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2016,321,5,19,,,,,,,,,,1,2,,1,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
3/16/2016,321,2P,81,,,,4,2,6,,,,,,,,,,,,2,2,7,7,2,8,,1,1,,1,3,,9,8,2,,1,2,2,2,7,2
3/17/2016,322,1,40,,,,,,1,,,,2,3,5,1,1,,,,,,,,,,,5,5,,3,,,4,,5,,5,,,,,
3/17/2016,322,2,14,,,,,,,,,,2,,2,2,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
3/17/2016,322,3,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/17/2016,322,4,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/17/2016,322,5,15,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/17/2016,322,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/17/2016,322,2P,75,,,,,2,,,2,,,,,,,,,,,4,4,4,2,8,,2,4,,2,4,2,4,8,4,,6,,2,4,5,2
3/18/2016,323,1,19,1,,,,,,,,,2,2,1,2,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
3/18/2016,323,2,30,,,1,,,,,,,2,1,2,,2,,,,,,,,,,,4,4,,2,2,,2,,4,,4,,,,,
3/18/2016,323,3,19,,,,,,,2,,,1,,4,1,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
3/18/2016,323,4,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
3/18/2016,323,2P,106,,,4,,2,,,,2,,,,,,,,2,6,4,8,6,4,8,,2,2,2,2,6,,5,8,3,2,3,6,2,4,9,4
3/19/2016,324,1,16,,,,,,1,,,,1,2,1,3,,,,,,,,,,,,1,1,,1,,,3,,1,,1,,,,,
3/19/2016,324,2,17,,,,,,,,,,3,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/19/2016,324,3,35,,,,1,,,,,2,1,2,1,,3,,,,,,,,,,,4,4,,3,3,,3,,4,,4,,,,,
3/19/2016,324,4,8,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/19/2016,324,5,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3/19/2016,324,2P,61,,,,,,,,,1,,,,,,,,,4,2,4,2,2,6,,2,2,1,2,5,,2,6,3,,3,4,2,2,4,2
3/20/2016,325,1,26,1,,,,,,,,2,1,1,1,2,2,,,,,,,,,,,3,3,,1,1,,2,,3,,3,,,,,
3/20/2016,325,2,20,,,,,,,,,,3,2,2,2,3,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
3/20/2016,325,3,15,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/20/2016,325,4,16,,,,,,,,,,1,1,2,2,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
3/20/2016,325,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
3/20/2016,325,2P,50,,,2,,,,,2,,,,,,,,,,2,2,4,4,2,4,,,2,,,4,2,2,4,2,,2,2,,2,4,2
3/21/2016,326,1,29,,,,,,,,,,5,2,1,2,2,,,,,,,,,,,3,3,,1,2,,2,,3,,3,,,,,
3/21/2016,326,2,34,,,,,,,,2,,1,1,2,4,2,,,,,,,,,,,4,4,,,3,2,1,,4,,4,,,,,
3/21/2016,326,3,8,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/21/2016,326,4,17,,,,,,,,,,,1,2,1,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/21/2016,326,6,12,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,1,,2,1,,2,,1,,1,,,,,
3/21/2016,326,2P,59,,,,,,,,,1,,,,,,,,,6,2,6,4,4,6,,,,1,,5,,,6,,,,6,,2,6,4
3/22/2016,327,1,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2016,327,2,18,,,,,,,,2,,2,1,2,2,1,,,,,,,,,,,1,1,,,1,2,1,,1,,1,,,,,
3/22/2016,327,4,24,,,,,,,,,,1,1,2,1,3,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
3/22/2016,327,5,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/22/2016,327,6,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2016,327,2P,14,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,2,,,,,,,2,2
3/23/2016,328,1,35,,,,2,,,,,,4,2,3,1,2,,,,,,,,,,,3,3,,4,1,,4,,3,,3,,,,,
3/23/2016,328,2,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2016,328,4,9,,,,,,,,,,1,4,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
3/23/2016,328,5,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/23/2016,328,2P,89,,,,,,,,2,3,,,,,,,,,6,4,6,4,2,8,,,4,1,,9,2,2,8,4,,4,6,2,4,6,2
3/24/2016,329,1,25,,,,,,,,,,2,5,,1,1,,,,,,,,,,,2,1,,4,1,,5,,1,,2,,,,,
3/24/2016,329,2,26,,,,,,,1,,,2,3,1,1,2,,,,,,,,,,,2,2,,3,2,,3,,2,,2,,,,,
3/24/2016,329,3,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/24/2016,329,4,32,,,,,,,,,,,1,2,2,4,,,,,,,,,,,4,4,,2,3,,2,,4,,4,,,,,
3/24/2016,329,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2016,329,2P,19,2,,,,,,,,,,,,,,1,1,2,,,2,2,,2,,,,,,,,1,2,,2,,,,,2,
3/25/2016,330,1,40,1,,,,,,,,,4,1,1,4,4,,,,,,,,,,,4,5,,1,4,,2,,5,,4,,,,,
3/25/2016,330,2,38,,,,,,1,,,,2,4,3,3,1,,,,,,,,,,,4,4,,3,1,,4,,4,,4,,,,,
3/25/2016,330,4,11,,,,,,,,,,2,2,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
3/25/2016,330,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/25/2016,330,6,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
3/25/2016,330,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
3/26/2016,331,1,51,,,,,,,,,,3,4,4,1,4,,,,,,,,,,,6,6,,4,3,,4,,6,,6,,,,,
3/26/2016,331,2,26,,,,2,,1,1,,,,1,1,1,1,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
3/26/2016,331,3,9,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/26/2016,331,4,13,,,,,,,,,,1,2,1,2,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
3/26/2016,331,2P,43,,,,,,,,,1,,,,,,,,2,2,2,4,2,2,4,,,,1,,1,,3,4,,2,,2,2,2,5,2
3/27/2016,332,1,49,1,,2,,,,,,,1,3,3,2,3,,,,,,,,,,,5,5,,5,3,,6,,5,,5,,,,,
3/27/2016,332,2,20,,,,,,,,,,4,3,2,,1,,,,,,,,,,,1,1,,3,,,3,,1,,1,,,,,
3/27/2016,332,3,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
3/27/2016,332,4,15,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
3/27/2016,332,5,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2016,332,6,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3/27/2016,332,2P,60,,,,,,,,,2,,,,,,,,,4,4,4,,,6,,2,2,2,2,4,,2,6,3,,3,4,2,4,4,
3/28/2016,333,1,30,,,,,,2,,,,2,1,2,2,2,,,,,,,,,,,3,3,,3,1,,3,,3,,3,,,,,
3/28/2016,333,2,23,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
3/28/2016,333,3,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
3/28/2016,333,4,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
3/28/2016,333,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2016,333,2P,82,,,,,2,,,,2,,,,,,,,2,4,4,6,4,2,6,,2,2,2,2,4,,5,6,3,2,3,4,2,4,7,2
3/29/2016,334,1,43,,,,,,,,,,4,3,2,2,3,,,,,,,,,,,5,5,,3,3,,3,,5,,5,,,,,
