date,Campsite,site_num,1,2,3,4,5,6,2P
2/28/2016,ranger-stop6,30,,,,,,,7
2/28/2016,ranger-stop7,36,,,,,,,2
2/29/2016,camping7,6,,,2,,,,
2/29/2016,camping8,7,,,,,,,1
2/29/2016,entrance0,8,2,,,1,1,,
2/29/2016,entrance1,9,1,,1,1,1,,
2/29/2016,entrance2,10,1,,,,,,
2/29/2016,entrance3,11,,2,1,1,1,,
2/29/2016,entrance4,12,2,2,2,1,1,,
2/29/2016,gate3,13,,,,,,,2
2/29/2016,gate4,14,,,,,,,2
2/29/2016,gate5,15,,,,,,,2
2/29/2016,gate8,16,,,,,,,2
2/29/2016,general-gate1,17,3,2,2,1,1,,
2/29/2016,general-gate2,18,3,2,2,1,1,,
2/29/2016,general-gate3,19,,,,,,,1
2/29/2016,general-gate4,20,1,,1,,1,,
2/29/2016,general-gate5,21,2,2,2,1,1,,1
2/29/2016,general-gate6,22,,,2,,,,
2/29/2016,general-gate7,23,1,,1,1,1,,
2/29/2016,ranger-base,24,,,,,,,2
2/29/2016,ranger-stop0,25,3,2,2,1,1,,
2/29/2016,ranger-stop2,26,3,2,2,1,1,,
2/29/2016,ranger-stop3,27,,,,,,,2
2/29/2016,ranger-stop5,29,,,,,,,2
2/29/2016,ranger-stop6,30,,,,,,,2
3/1/2016,camping0,1,1,,,,,,
3/1/2016,camping4,31,2,,,,,,
3/1/2016,camping8,7,,,,,,,2
3/1/2016,entrance0,8,4,2,,1,,,
3/1/2016,entrance1,9,2,1,,2,,,
3/1/2016,entrance2,10,1,,,,1,,
3/1/2016,entrance3,11,2,2,1,3,1,,
3/1/2016,entrance4,12,1,1,1,,,,
3/1/2016,gate2,32,,,,,,,2
3/1/2016,gate3,13,,,,2,,,4
3/1/2016,gate4,14,,,,,,,4
3/1/2016,gate5,15,,,,2,,,4
3/1/2016,gate6,33,,,,2,,,2
3/1/2016,gate7,34,,,,,,,2
3/1/2016,gate8,16,,,,,,,6
3/1/2016,general-gate1,17,4,1,1,,1,,4
3/1/2016,general-gate2,18,2,1,1,,1,,4
3/1/2016,general-gate3,19,,,,,,,2
3/1/2016,general-gate4,20,3,1,,1,,,4
3/1/2016,general-gate5,21,1,1,1,2,,,6
3/1/2016,general-gate7,23,3,1,,2,,,5
3/1/2016,ranger-base,24,,,,,,,6
3/1/2016,ranger-stop0,25,2,1,1,,1,,6
3/1/2016,ranger-stop1,35,,,,,,,2
3/1/2016,ranger-stop2,26,2,1,1,,1,,6
3/1/2016,ranger-stop3,27,,,,2,,,4
3/1/2016,ranger-stop4,28,,,,,,,4
3/1/2016,ranger-stop5,29,,,,,,,4
3/1/2016,ranger-stop6,30,,,,2,,,5
3/1/2016,ranger-stop7,36,,,,,,,2
3/2/2016,camping3,3,,2,,,,,
3/2/2016,camping4,31,1,,,,,,2
3/2/2016,entrance0,8,1,4,4,,,,
3/2/2016,entrance1,9,1,1,2,1,,,
3/2/2016,entrance2,10,1,1,1,,,2,
3/2/2016,entrance3,11,3,1,,1,,1,
3/2/2016,entrance4,12,2,4,3,,,1,
3/2/2016,gate5,15,,,,,,,2
3/2/2016,gate6,33,,,,,,,2
3/2/2016,gate7,34,,,,,,,2
3/2/2016,gate8,16,,,,,,,2
3/2/2016,general-gate1,17,3,4,4,,,1,
3/2/2016,general-gate2,18,3,5,4,,,1,
3/2/2016,general-gate4,20,,2,2,,,,
3/2/2016,general-gate5,21,2,4,3,,,,
3/2/2016,general-gate7,23,2,3,2,1,,,4
3/2/2016,ranger-base,24,,,,,,,2
3/2/2016,ranger-stop0,25,3,4,4,,,1,
3/2/2016,ranger-stop2,26,3,4,4,,,1,
3/2/2016,ranger-stop4,28,,,,,,,2
3/2/2016,ranger-stop6,30,,,,,,,2
3/2/2016,ranger-stop7,36,,,,,,,2
3/3/2016,camping2,2,1,,,,,,
3/3/2016,entrance0,8,,4,1,1,,,
3/3/2016,entrance1,9,,3,,3,1,,
3/3/2016,entrance2,10,2,3,1,,,1,
3/3/2016,entrance3,11,1,,,2,,,
3/3/2016,entrance4,12,2,3,,2,1,1,
3/3/2016,gate8,16,,,,,,,2
3/3/2016,general-gate1,17,2,3,1,2,1,,
3/3/2016,general-gate2,18,2,2,1,2,1,,2
3/3/2016,general-gate4,20,1,3,,2,1,,
3/3/2016,general-gate5,21,1,1,,2,1,,2
3/3/2016,general-gate7,23,1,3,,3,1,,
3/3/2016,ranger-base,24,,,,,,,2
3/3/2016,ranger-stop0,25,2,3,1,2,1,,2
3/3/2016,ranger-stop2,26,2,3,1,2,1,,
3/4/2016,camping0,1,1,,,,,,
3/4/2016,camping2,2,1,,,,,,
3/4/2016,camping8,7,1,,,,,,2
3/4/2016,entrance0,8,,,,,1,,
3/4/2016,entrance1,9,,,,1,,,
3/4/2016,entrance2,10,3,1,2,2,1,1,
3/4/2016,entrance3,11,2,,2,1,,,
3/4/2016,entrance4,12,2,1,,,,1,
3/4/2016,gate2,32,,,,,,,2
3/4/2016,gate3,13,,,,,,,6
3/4/2016,gate4,14,,,,,,,4
3/4/2016,gate5,15,,,,,,,6
3/4/2016,gate6,33,,,,,,,2
3/4/2016,gate7,34,,,,,,,2
3/4/2016,gate8,16,,,,,,,6
3/4/2016,general-gate1,17,2,,2,2,1,,2
3/4/2016,general-gate2,18,2,,2,2,1,,4
3/4/2016,general-gate3,19,1,,,,,,2
3/4/2016,general-gate4,20,1,,,1,,,2
3/4/2016,general-gate5,21,1,,,,,,6
3/4/2016,general-gate7,23,2,,,1,,,3
3/4/2016,ranger-base,24,,,,,,,6
3/4/2016,ranger-stop0,25,2,,2,2,1,,6
3/4/2016,ranger-stop1,35,,,,,,,2
3/4/2016,ranger-stop2,26,2,,2,2,1,,5
3/4/2016,ranger-stop3,27,,,,,,,6
3/4/2016,ranger-stop4,28,,,,,,,2
3/4/2016,ranger-stop5,29,,,,,,,4
3/4/2016,ranger-stop6,30,,,,,,,7
3/4/2016,ranger-stop7,36,,,,,,,2
3/5/2016,camping2,2,,1,,,,,
3/5/2016,camping4,31,,,,,,,4
3/5/2016,camping6,5,,,,,,,4
3/5/2016,camping8,7,,,,,,,3
3/5/2016,entrance0,8,1,1,1,,,,
3/5/2016,entrance1,9,3,5,1,,1,1,
3/5/2016,entrance2,10,1,2,,,1,1,
3/5/2016,entrance3,11,,2,2,,2,,
3/5/2016,entrance4,12,3,2,2,,2,,
3/5/2016,gate2,32,,,,,,,2
3/5/2016,gate3,13,,,,,,,2
3/5/2016,gate4,14,,,,,,,2
3/5/2016,gate5,15,,,,,,,7
3/5/2016,gate6,33,,,,,,,7
3/5/2016,gate7,34,,,,,,,2
3/5/2016,gate8,16,,,,,,,8
3/5/2016,general-gate1,17,2,5,2,,1,1,3
3/5/2016,general-gate2,18,2,5,2,,1,1,3
3/5/2016,general-gate3,19,,,,,,,1
3/5/2016,general-gate4,20,3,5,,,,1,3
3/5/2016,general-gate5,21,2,2,2,,1,,6
3/5/2016,general-gate7,23,3,6,1,,1,1,10
3/5/2016,ranger-base,24,,,,,,,8
3/5/2016,ranger-stop0,25,2,5,2,,1,1,4
3/5/2016,ranger-stop1,35,,,,,,,2
3/5/2016,ranger-stop2,26,2,5,2,,1,1,5
3/5/2016,ranger-stop3,27,,,,,,,2
3/5/2016,ranger-stop4,28,,,,,,,8
3/5/2016,ranger-stop5,29,,,,,,,2
3/5/2016,ranger-stop6,30,,,,,,,8
3/5/2016,ranger-stop7,36,,,,,,,2
3/6/2016,camping0,1,1,,,,,,
3/6/2016,camping4,31,2,,,,,,2
3/6/2016,camping8,7,,,,,,,1
3/6/2016,entrance0,8,2,,,,,,
3/6/2016,entrance1,9,1,1,,,2,,
3/6/2016,entrance2,10,2,4,1,1,,,
3/6/2016,entrance3,11,2,2,1,,,,
3/6/2016,entrance4,12,2,,,1,2,,
3/6/2016,gate2,32,,,,,,,2
3/6/2016,gate3,13,,,,,,,2
3/6/2016,gate4,14,,,,,,,6
3/6/2016,gate5,15,,,,,,,6
3/6/2016,gate6,33,,,,,,,4
3/6/2016,gate8,16,,,,,,,6
3/6/2016,general-gate1,17,4,3,1,,2,,
3/6/2016,general-gate2,18,4,3,1,,2,,
3/6/2016,general-gate3,19,,,,,,,1
3/6/2016,general-gate4,20,1,1,,,2,,
3/6/2016,general-gate5,21,2,,,,2,,1
3/6/2016,general-gate7,23,2,1,,,2,,4
3/6/2016,ranger-base,24,,,,,,,6
3/6/2016,ranger-stop0,25,4,3,1,,2,,
3/6/2016,ranger-stop1,35,,,,,,,2
3/6/2016,ranger-stop2,26,4,3,1,,2,,
3/6/2016,ranger-stop3,27,,,,,,,2
3/6/2016,ranger-stop5,29,,,,,,,6
3/6/2016,ranger-stop6,30,,,,,,,7
3/7/2016,camping3,3,,,1,,,,2
3/7/2016,camping4,31,,,,,,,2
3/7/2016,camping6,5,,,,,,,2
3/7/2016,camping7,6,,,,,,,2
3/7/2016,entrance0,8,2,3,1,,2,,
3/7/2016,entrance1,9,1,3,1,,3,,
3/7/2016,entrance2,10,2,2,1,,1,,
3/7/2016,entrance3,11,2,,1,,3,,
3/7/2016,entrance4,12,1,2,1,,1,,
3/7/2016,gate0,39,,,,,,,1
3/7/2016,gate1,40,,,,,,,1
3/7/2016,gate2,32,,,,,,,2
3/7/2016,gate3,13,,,,,,,2
3/7/2016,gate5,15,,,,,,,3
3/7/2016,gate6,33,,,,,,,3
3/7/2016,gate8,16,,,,,,,4
3/7/2016,general-gate1,17,1,2,,,2,,1
3/7/2016,general-gate2,18,1,2,,,2,,1
3/7/2016,general-gate4,20,,3,,,2,,
3/7/2016,general-gate5,21,,1,,,1,,1
3/7/2016,general-gate6,22,,,,,,,2
3/7/2016,general-gate7,23,1,3,,,3,,3
3/7/2016,ranger-base,24,,,,,,,4
3/7/2016,ranger-stop0,25,1,2,,,2,,1
3/7/2016,ranger-stop1,35,,,,,,,2
3/7/2016,ranger-stop2,26,1,2,,,2,,1
3/7/2016,ranger-stop3,27,,,,,,,2
3/7/2016,ranger-stop6,30,,,,,,,3
3/8/2016,camping0,1,2,,,,,,
3/8/2016,camping8,7,,,,,,,2
3/8/2016,entrance0,8,,1,,2,,,
3/8/2016,entrance1,9,2,1,,,,,
3/8/2016,entrance2,10,3,,1,,,1,
3/8/2016,entrance3,11,1,,,1,,,
3/8/2016,entrance4,12,4,,1,1,,1,
3/8/2016,gate2,32,,,,,,,2
3/8/2016,gate3,13,,,,,,,6
3/8/2016,gate4,14,,,,,,,4
3/8/2016,gate5,15,,,,,,,4
3/8/2016,gate6,33,,,,,,,2
3/8/2016,gate7,34,,,,,,,2
3/8/2016,gate8,16,,,,,,,6
3/8/2016,general-gate1,17,3,,,1,,,2
3/8/2016,general-gate2,18,3,,,1,,,2
3/8/2016,general-gate3,19,,,,,,,2
3/8/2016,general-gate4,20,2,1,,,,,2
3/8/2016,general-gate5,21,2,,,1,,,6
3/8/2016,general-gate7,23,2,1,,,,,3
3/8/2016,ranger-base,24,,,,,,,6
3/8/2016,ranger-stop0,25,3,,,1,,,3
3/8/2016,ranger-stop1,35,,,,,,,2
3/8/2016,ranger-stop2,26,3,,,1,,,3
3/8/2016,ranger-stop3,27,,,,,,,6
3/8/2016,ranger-stop4,28,,,,,,,2
3/8/2016,ranger-stop5,29,,,,,,,4
3/8/2016,ranger-stop6,30,,,,,,,5
3/8/2016,ranger-stop7,36,,,,,,,2
3/9/2016,camping2,2,,,,,,,2
3/9/2016,camping4,31,,,,,,,2
3/9/2016,camping6,5,,,2,,,,2
3/9/2016,camping7,6,,,,,,,2
3/9/2016,camping8,7,,,,,,,3
3/9/2016,entrance0,8,,1,,,,,
3/9/2016,entrance1,9,1,2,1,,,,
3/9/2016,entrance2,10,2,,1,,,,
3/9/2016,entrance3,11,1,1,1,1,1,,
3/9/2016,entrance4,12,2,2,1,1,1,,
3/9/2016,gate0,39,,,,,,,1
3/9/2016,gate1,40,,,,,,,1
3/9/2016,gate2,32,,,,,,,2
3/9/2016,gate3,13,,,,,,,2
3/9/2016,gate4,14,,,,,,,2
3/9/2016,gate5,15,,,,,,,7
3/9/2016,gate6,33,,,,,,,5
3/9/2016,gate7,34,,,,,,,2
3/9/2016,gate8,16,,,,,,,8
3/9/2016,general-gate1,17,2,2,2,1,1,,5
3/9/2016,general-gate2,18,2,2,2,1,1,,5
3/9/2016,general-gate3,19,,,,,,,1
3/9/2016,general-gate4,20,1,1,1,,,,4
3/9/2016,general-gate5,21,1,2,2,1,1,,8
3/9/2016,general-gate6,22,,,,,,,2
3/9/2016,general-gate7,23,1,2,1,,,,8
3/9/2016,ranger-base,24,,,,,,,8
3/9/2016,ranger-stop0,25,2,2,2,1,1,,8
3/9/2016,ranger-stop1,35,,,,,,,2
3/9/2016,ranger-stop2,26,2,2,2,1,1,,7
3/9/2016,ranger-stop3,27,,,,,,,2
3/9/2016,ranger-stop4,28,,,,,,,4
3/9/2016,ranger-stop5,29,,,,,,,2
3/9/2016,ranger-stop6,30,,,,,,,8
3/9/2016,ranger-stop7,36,,,,,,,2
3/10/2016,camping0,1,2,,,,,,
3/10/2016,camping8,7,,,,,,,1
3/10/2016,entrance0,8,2,1,,1,,,
3/10/2016,entrance1,9,1,2,1,,,,
3/10/2016,entrance2,10,1,3,1,1,,1,
3/10/2016,entrance3,11,5,3,1,2,,,
3/10/2016,entrance4,12,5,3,1,,,,
3/10/2016,gate3,13,,,,,,,4
3/10/2016,gate4,14,,,,,,,2
3/10/2016,gate5,15,,,,,,,4
3/10/2016,gate6,33,,,,,,,2
3/10/2016,gate7,34,,,,,,,2
3/10/2016,gate8,16,,,,,,,4
3/10/2016,general-gate1,17,6,6,,1,,1,
3/10/2016,general-gate2,18,6,6,,1,,1,
3/10/2016,general-gate3,19,,,,,,,1
3/10/2016,general-gate4,20,2,2,,,,,
3/10/2016,general-gate5,21,5,3,,,,,3
3/10/2016,general-gate7,23,3,2,1,,,,
3/10/2016,ranger-base,24,,,,,,,4
3/10/2016,ranger-stop0,25,6,6,,1,,1,
3/10/2016,ranger-stop2,26,6,6,,1,,1,
3/10/2016,ranger-stop3,27,,,,,,,4
3/10/2016,ranger-stop5,29,,,,,,,2
3/10/2016,ranger-stop6,30,,,,,,,4
3/10/2016,ranger-stop7,36,,,,,,,2
3/11/2016,camping0,1,1,,,,,,2
3/11/2016,camping3,3,,,,,,,2
3/11/2016,camping6,5,2,,,,,,
3/11/2016,camping8,7,1,,,,,,
3/11/2016,entrance0,8,,3,1,,1,1,
3/11/2016,entrance1,9,2,2,,,1,,
3/11/2016,entrance2,10,2,2,,,,,
3/11/2016,entrance3,11,3,3,1,,,2,
3/11/2016,entrance4,12,1,1,2,,,,
3/11/2016,gate0,39,,,,,,,2
3/11/2016,gate1,40,,,,,,,2
3/11/2016,gate2,32,,,,,,,2
3/11/2016,gate5,15,,,,,,,5
3/11/2016,gate6,33,,,,,,,3
3/11/2016,gate8,16,,,,,,,6
3/11/2016,general-gate1,17,2,2,2,,,,1
3/11/2016,general-gate2,18,2,2,2,,,,1
3/11/2016,general-gate4,20,1,1,,,1,,
3/11/2016,general-gate5,21,1,1,2,,,,1
3/11/2016,general-gate7,23,3,2,,,1,,2
3/11/2016,ranger-base,24,,,,,,,6
3/11/2016,ranger-stop0,25,2,2,2,,,,3
3/11/2016,ranger-stop1,35,,,,,,,2
3/11/2016,ranger-stop2,26,2,2,2,,,,3
3/11/2016,ranger-stop6,30,,,,,,,5
3/12/2016,camping0,1,1,,,,,,
3/12/2016,camping2,2,,,,,,,2
3/12/2016,camping4,31,,,,,,,2
3/12/2016,camping8,7,,,,,,,3
3/12/2016,entrance0,8,1,2,1,,,,
3/12/2016,entrance1,9,2,1,3,1,,,
3/12/2016,entrance2,10,,1,,2,1,,
3/12/2016,entrance3,11,1,,1,,,,
3/12/2016,entrance4,12,1,1,1,1,1,,
3/12/2016,gate0,39,,,,,,,1
3/12/2016,gate1,40,,,,,,,1
3/12/2016,gate2,32,,,,,,,2
3/12/2016,gate3,13,,,,,,,2
3/12/2016,gate4,14,,,,,,,2
3/12/2016,gate5,15,,,,,,,3
3/12/2016,gate6,33,,,,,,,3
3/12/2016,gate7,34,,,,,,,2
3/12/2016,gate8,16,,,,,,,6
3/12/2016,general-gate1,17,1,3,1,1,,,5
3/12/2016,general-gate2,18,1,3,1,1,,,7
3/12/2016,general-gate3,19,,,,,,,1
3/12/2016,general-gate4,20,,1,2,1,,,4
3/12/2016,general-gate5,21,1,1,1,,,,6
3/12/2016,general-gate7,23,1,1,3,1,,,6
3/12/2016,ranger-base,24,,,,,,,6
3/12/2016,ranger-stop0,25,1,3,1,1,,,9
3/12/2016,ranger-stop1,35,,,,,,,2
3/12/2016,ranger-stop2,26,1,3,1,1,,,9
3/12/2016,ranger-stop3,27,,,,,,,2
3/12/2016,ranger-stop4,28,,,,,,,4
3/12/2016,ranger-stop5,29,,,,,,,2
3/12/2016,ranger-stop6,30,,,,,,,4
3/12/2016,ranger-stop7,36,,,,,,,2
3/13/2016,camping0,1,2,,,,,,2
3/13/2016,camping5,4,2,,,,,,2
3/13/2016,camping8,7,,,,,,,1
3/13/2016,entrance0,8,2,3,,,1,,
3/13/2016,entrance1,9,1,1,,3,,,
3/13/2016,entrance2,10,3,3,,1,,1,
3/13/2016,entrance3,11,1,2,,4,1,,
3/13/2016,entrance4,12,5,2,,2,,1,
3/13/2016,gate0,39,,,,,,,2
3/13/2016,gate1,40,,,,,,,2
3/13/2016,gate2,32,,,,,,,2
3/13/2016,gate3,13,,,,,,,4
3/13/2016,gate4,14,,,,,,,4
3/13/2016,gate5,15,,,,,,,6
3/13/2016,gate6,33,,,,,,,4
3/13/2016,gate8,16,,,,,,,8
3/13/2016,general-gate1,17,4,3,,3,,,4
3/13/2016,general-gate2,18,4,3,,3,,,4
3/13/2016,general-gate3,19,,,,,,,1
3/13/2016,general-gate4,20,4,,,1,,,3
3/13/2016,general-gate5,21,3,1,,2,,,5
3/13/2016,general-gate7,23,5,1,,3,,,6
3/13/2016,ranger-base,24,,,,,,,8
3/13/2016,ranger-stop0,25,4,3,,3,,,6
3/13/2016,ranger-stop1,35,,,,,,,2
3/13/2016,ranger-stop2,26,4,3,,3,,,5
3/13/2016,ranger-stop3,27,,,,,,,4
3/13/2016,ranger-stop4,28,,,,,,,2
3/13/2016,ranger-stop5,29,,,,,,,4
3/13/2016,ranger-stop6,30,,,,,,,6
3/14/2016,camping4,31,,,,,,,2
3/14/2016,camping7,6,2,,,,,,2
3/14/2016,camping8,7,,,,,,,2
3/14/2016,entrance0,8,1,2,,1,,,
3/14/2016,entrance1,9,3,1,,1,2,,
3/14/2016,entrance2,10,6,2,1,2,,,
3/14/2016,entrance3,11,1,2,,2,1,,
3/14/2016,entrance4,12,1,,1,,1,,
3/14/2016,gate0,39,,,,,,,1
3/14/2016,gate1,40,,,,,,,1
3/14/2016,gate4,14,,,,,,,2
3/14/2016,gate5,15,,,,,,,3
3/14/2016,gate6,33,,,,,,,1
3/14/2016,gate8,16,,,,,,,4
3/14/2016,general-gate1,17,5,2,,2,1,,1
3/14/2016,general-gate2,18,5,2,,2,1,,1
3/14/2016,general-gate4,20,3,,,,1,,
3/14/2016,general-gate5,21,1,,,,1,,1
3/14/2016,general-gate6,22,2,,,,,,2
3/14/2016,general-gate7,23,3,1,,1,2,,1
3/14/2016,ranger-base,24,,,,,,,4
3/14/2016,ranger-stop0,25,5,2,,2,1,,1
3/14/2016,ranger-stop2,26,5,2,,2,1,,1
3/14/2016,ranger-stop5,29,,,,,,,2
3/14/2016,ranger-stop6,30,,,,,,,5
3/15/2016,camping0,1,2,,,,,,
3/15/2016,camping8,7,,,,,,,2
3/15/2016,entrance0,8,,2,,1,,1,
3/15/2016,entrance1,9,,1,1,,,1,
3/15/2016,entrance2,10,2,1,,2,1,,
3/15/2016,entrance3,11,1,1,,2,2,,
3/15/2016,entrance4,12,1,3,1,1,1,,
3/15/2016,gate2,32,,,,,,,2
3/15/2016,gate3,13,,,,,,,4
3/15/2016,gate4,14,,,,,,,4
3/15/2016,gate5,15,,,,,,,5
3/15/2016,gate6,33,,,,,,,3
3/15/2016,gate8,16,,,,,,,6
3/15/2016,general-gate1,17,3,4,1,3,2,,1
3/15/2016,general-gate2,18,3,4,1,3,2,,1
3/15/2016,general-gate3,19,,,,,,,2
3/15/2016,general-gate4,20,2,1,1,,,1,
3/15/2016,general-gate5,21,1,3,1,1,1,,3
3/15/2016,general-gate7,23,2,1,1,,,1,2
3/15/2016,ranger-base,24,,,,,,,6
3/15/2016,ranger-stop0,25,3,4,1,3,2,,1
3/15/2016,ranger-stop1,35,,,,,,,2
3/15/2016,ranger-stop2,26,3,4,1,3,2,,2
3/15/2016,ranger-stop3,27,,,,,,,4
3/15/2016,ranger-stop5,29,,,,,,,4
3/15/2016,ranger-stop6,30,,,,,,,7
3/16/2016,camping3,3,,,,,,,4
3/16/2016,camping4,31,,,,,,,2
3/16/2016,camping5,4,,,,,,,6
3/16/2016,camping6,5,,,2,,,,
3/16/2016,entrance0,8,2,1,1,2,1,,
3/16/2016,entrance1,9,1,1,,,2,,
3/16/2016,entrance2,10,3,,3,,,,
3/16/2016,entrance3,11,2,,2,2,1,,
3/16/2016,entrance4,12,,,2,,2,,
3/16/2016,gate3,13,,,,,,,2
3/16/2016,gate4,14,,,,,,,2
3/16/2016,gate5,15,,,,,,,7
3/16/2016,gate6,33,,,,,,,7
3/16/2016,gate7,34,,,,,,,2
3/16/2016,gate8,16,,,,,,,8
3/16/2016,general-gate1,17,3,,3,,2,,1
3/16/2016,general-gate2,18,3,,3,,2,,1
3/16/2016,general-gate4,20,,1,,,1,,1
3/16/2016,general-gate5,21,,,1,,2,,3
3/16/2016,general-gate7,23,1,1,,,2,,9
3/16/2016,ranger-base,24,,,,,,,8
3/16/2016,ranger-stop0,25,3,,3,,2,,2
3/16/2016,ranger-stop2,26,3,,3,,2,,1
3/16/2016,ranger-stop3,27,,,,,,,2
3/16/2016,ranger-stop4,28,,,,,,,2
3/16/2016,ranger-stop5,29,,,,,,,2
3/16/2016,ranger-stop6,30,,,,,,,7
3/16/2016,ranger-stop7,36,,,,,,,2
3/17/2016,camping4,31,,,,,,,2
3/17/2016,camping5,4,1,,,,,,
3/17/2016,camping7,6,,,,,,,2
3/17/2016,entrance0,8,2,2,1,1,,1,
3/17/2016,entrance1,9,3,,,,1,1,
3/17/2016,entrance2,10,5,2,1,,1,,
3/17/2016,entrance3,11,1,2,,,1,,
3/17/2016,entrance4,12,1,,,1,1,,
3/17/2016,gate4,14,,,,,,,4
3/17/2016,gate5,15,,,,,,,4
3/17/2016,gate6,33,,,,,,,4
3/17/2016,gate7,34,,,,,,,2
3/17/2016,gate8,16,,,,,,,8
3/17/2016,general-gate1,17,5,2,1,1,2,,2
3/17/2016,general-gate2,18,5,2,1,1,2,,4
3/17/2016,general-gate4,20,3,,,,1,1,2
3/17/2016,general-gate5,21,,,,1,1,,4
3/17/2016,general-gate6,22,,,,,,,2
3/17/2016,general-gate7,23,4,,,,1,1,4
3/17/2016,ranger-base,24,,,,,,,8
3/17/2016,ranger-stop0,25,5,2,1,1,2,,4
3/17/2016,ranger-stop2,26,5,2,1,1,2,,6
3/17/2016,ranger-stop4,28,,,,,,,2
3/17/2016,ranger-stop5,29,,,,,,,4
3/17/2016,ranger-stop6,30,,,,,,,5
3/17/2016,ranger-stop7,36,,,,,,,2
3/18/2016,camping0,1,1,,,,,,
3/18/2016,camping2,2,,1,,,,,4
3/18/2016,camping4,31,,,,,,,2
3/18/2016,camping6,5,,,2,,,,
3/18/2016,camping8,7,,,,,,,2
3/18/2016,entrance0,8,2,2,1,,,,
3/18/2016,entrance1,9,2,1,,1,,,
3/18/2016,entrance2,10,1,2,4,,,,
3/18/2016,entrance3,11,2,,1,,,,
3/18/2016,entrance4,12,1,2,2,1,,,
3/18/2016,gate2,32,,,,,,,2
3/18/2016,gate3,13,,,,,,,6
3/18/2016,gate4,14,,,,,,,4
3/18/2016,gate5,15,,,,,,,8
3/18/2016,gate6,33,,,,,,,6
3/18/2016,gate7,34,,,,,,,4
3/18/2016,gate8,16,,,,,,,8
3/18/2016,general-gate1,17,1,4,2,1,,,2
3/18/2016,general-gate2,18,1,4,2,1,,,2
3/18/2016,general-gate3,19,,,,,,,2
3/18/2016,general-gate4,20,2,2,,1,,,2
3/18/2016,general-gate5,21,1,2,1,1,,,6
3/18/2016,general-gate7,23,3,2,,1,,,5
3/18/2016,ranger-base,24,,,,,,,8
3/18/2016,ranger-stop0,25,1,4,2,1,,,3
3/18/2016,ranger-stop1,35,,,,,,,2
3/18/2016,ranger-stop2,26,1,4,2,1,,,3
3/18/2016,ranger-stop3,27,,,,,,,6
3/18/2016,ranger-stop4,28,,,,,,,2
3/18/2016,ranger-stop5,29,,,,,,,4
3/18/2016,ranger-stop6,30,,,,,,,9
3/18/2016,ranger-stop7,36,,,,,,,4
3/19/2016,camping3,3,,,1,,,,
3/19/2016,camping5,4,1,,,,,,
3/19/2016,camping8,7,,,2,,,,1
3/19/2016,entrance0,8,1,3,1,1,,,
3/19/2016,entrance1,9,2,1,2,,1,,
3/19/2016,entrance2,10,1,1,1,2,,,
3/19/2016,entrance3,11,3,,,,1,,
3/19/2016,entrance4,12,,1,3,1,,,
3/19/2016,gate3,13,,,,,,,4
3/19/2016,gate4,14,,,,,,,2
3/19/2016,gate5,15,,,,,,,4
3/19/2016,gate6,33,,,,,,,2
3/19/2016,gate7,34,,,,,,,2
3/19/2016,gate8,16,,,,,,,6
3/19/2016,general-gate1,17,1,2,4,1,,,2
3/19/2016,general-gate2,18,1,2,4,1,,,2
3/19/2016,general-gate3,19,,,,,,,1
3/19/2016,general-gate4,20,1,1,3,,,,2
3/19/2016,general-gate5,21,,1,3,,,,5
3/19/2016,general-gate7,23,3,1,3,,1,,2
3/19/2016,ranger-base,24,,,,,,,6
3/19/2016,ranger-stop0,25,1,2,4,1,,,3
3/19/2016,ranger-stop2,26,1,2,4,1,,,3
3/19/2016,ranger-stop3,27,,,,,,,4
3/19/2016,ranger-stop4,28,,,,,,,2
3/19/2016,ranger-stop5,29,,,,,,,2
3/19/2016,ranger-stop6,30,,,,,,,4
3/19/2016,ranger-stop7,36,,,,,,,2
3/20/2016,camping0,1,1,,,,,,
3/20/2016,camping2,2,,,,,,,2
3/20/2016,camping7,6,,,,,,,2
3/20/2016,camping8,7,2,,,,,,
3/20/2016,entrance0,8,1,3,1,1,,1,
3/20/2016,entrance1,9,1,2,1,1,,1,
3/20/2016,entrance2,10,1,2,1,2,,,
3/20/2016,entrance3,11,2,2,,2,,,
3/20/2016,entrance4,12,2,3,1,,,,
3/20/2016,gate3,13,,,,,,,2
3/20/2016,gate4,14,,,,,,,2
3/20/2016,gate5,15,,,,,,,4
3/20/2016,gate6,33,,,,,,,4
3/20/2016,gate7,34,,,,,,,2
3/20/2016,gate8,16,,,,,,,4
3/20/2016,general-gate1,17,3,1,2,2,,,
3/20/2016,general-gate2,18,3,1,2,2,,,2
3/20/2016,general-gate4,20,1,1,1,1,,1,
3/20/2016,general-gate5,21,1,1,1,,,,4
3/20/2016,general-gate6,22,,,,,,,2
3/20/2016,general-gate7,23,2,2,1,1,,1,2
3/20/2016,ranger-base,24,,,,,,,4
3/20/2016,ranger-stop0,25,3,1,2,2,,,2
3/20/2016,ranger-stop2,26,3,1,2,2,,,2
3/20/2016,ranger-stop3,27,,,,,,,2
3/20/2016,ranger-stop5,29,,,,,,,2
3/20/2016,ranger-stop6,30,,,,,,,4
3/20/2016,ranger-stop7,36,,,,,,,2
3/21/2016,camping7,6,,2,,,,,
3/21/2016,camping8,7,,,,,,,1
3/21/2016,entrance0,8,5,1,,,,1,
3/21/2016,entrance1,9,2,1,,1,,1,
